cond,opponent,n_seeds,score,score_lo,score_hi,pure_winrate,draw_rate,wez_time,damage,surv_time,viol_deck,viol_over_g,viol_total
RL-s18-b300-a1.00,BT-v2,50,0.64,0.501410168761127,0.7586125034815326,0.6944444444444444,0.28,0.6159999999999998,15.4,112.7274999999957,0.0,0.03365752310310455,0.04109966789783672
RL-s19-b125-a1.00,BT-v2,50,0.64,0.501410168761127,0.7586125034815326,0.7333333333333333,0.4,0.3269999999999999,8.175,111.92099999999573,0.0,0.03957906246030034,0.04514630016345787
RL-s19-b225-a1.00,BT-v2,50,0.64,0.501410168761127,0.7586125034815326,0.6842105263157895,0.24,0.5315,13.2875,110.24549999999584,0.0,0.0356101068928422,0.04408806857163986
RL-s11-b125-a1.00,BT-v2,50,0.635,0.4964131836112469,0.7543229646227463,0.7454545454545455,0.45,0.34749999999999986,8.6875,115.42549999999555,0.0,0.030776412238727777,0.03681587178205848
RL-s12-b100-a1.00,BT-v2,50,0.635,0.4964131836112469,0.7543229646227463,0.7647058823529411,0.49,0.4439999999999998,11.1,108.59399999999587,0.0,0.04361548484855689,0.05383636004492586
RL-s13-b200-a1.00,BT-v2,50,0.635,0.4964131836112469,0.7543229646227463,0.7142857142857143,0.37,0.40099999999999997,10.025,113.88799999999564,0.0,0.028647093501414006,0.033157895396032804
RL-s14-b150-a1.00,BT-v2,50,0.635,0.4964131836112469,0.7543229646227463,0.7213114754098361,0.39,0.38999999999999985,9.75,114.82999999999558,0.0,0.033285355408856326,0.04136742035310625
RL-s15-b275-a1.00,BT-v2,50,0.635,0.4964131836112469,0.7543229646227463,0.7288135593220338,0.41,0.6444999999999993,16.1125,111.80799999999576,0.0762323552316483,0.04239378175313964,0.13678189277559333
RL-s11-b250-a1.00,BT-v2,50,0.63,0.4914299766847496,0.7500196475405772,0.703125,0.36,0.3899999999999999,9.75,115.96899999999552,0.03586817016683905,0.03596246099157825,0.07667265164093276
RL-s16-b125-a1.00,BT-v2,50,0.63,0.4914299766847496,0.7500196475405772,0.7407407407407407,0.46,0.302,7.55,116.23099999999549,0.005776979428522859,0.033017672387757394,0.04753824875349709
RL-s19-b150-a1.00,BT-v2,50,0.63,0.4914299766847496,0.7500196475405772,0.703125,0.36,0.3294999999999999,8.2375,115.25849999999555,0.0,0.03671596901613014,0.04159753336555671
RL-s11-b175-a1.00,BT-v2,50,0.625,0.4864604395770931,0.7457026606395672,0.711864406779661,0.41,0.3275,8.1875,115.05949999999557,0.0,0.03322302044892458,0.03844415012076098
RL-s15-b125-a1.00,BT-v2,50,0.625,0.4864604395770931,0.7457026606395672,0.7358490566037735,0.47,0.4159999999999999,10.4,118.6009999999954,0.02521214642262895,0.03277182633315276,0.07411103629989235
RL-s16-b100-a1.00,BT-v2,50,0.625,0.4864604395770931,0.7457026606395672,0.7192982456140351,0.43,0.277,6.925,116.91399999999547,0.0,0.031201312841385245,0.033688131350627724
RL-s18-b150-a1.00,BT-v2,50,0.625,0.4864604395770931,0.7457026606395672,0.711864406779661,0.41,0.33049999999999996,8.2625,115.85849999999554,0.03048756814523219,0.04215667347153361,0.0866341606161826
RL-s19-b200-a1.00,BT-v2,50,0.625,0.4864604395770931,0.7457026606395672,0.6623376623376623,0.23,0.4490000000000001,11.225,116.28099999999553,0.0,0.02707429663369815,0.031246369333135536
RL-s8-b100-a1.00,BT-v2,50,0.625,0.4864604395770931,0.7457026606395672,0.7192982456140351,0.43,0.20949999999999996,5.2375,114.78649999999561,0.0,0.028424534917566815,0.03333097059852829
RL-s14-b200-a1.00,BT-v2,50,0.62,0.4815044693099298,0.7413721068980641,0.7222222222222222,0.46,0.8989999999999995,22.475,109.06649999999588,0.027046495003241883,0.04182479989550477,0.08499388524060889
RL-s17-b125-a1.00,BT-v2,50,0.62,0.4815044693099298,0.7413721068980641,0.6935483870967742,0.38,0.4389999999999998,10.975,112.79349999999572,0.08204645613185724,0.05681241369257793,0.1551143669844558
RL-s8-b225-a1.00,BT-v2,50,0.62,0.4815044693099298,0.7413721068980641,0.74,0.5,0.3184999999999999,7.9625,116.81049999999549,0.0,0.02891375694010599,0.03208149361672337
RL-s14-b125-a1.00,BT-v2,50,0.615,0.4765619681554297,0.7370280840438977,0.7555555555555555,0.55,0.5444999999999998,13.6125,112.7014999999957,0.04142906047969785,0.03831003066702085,0.09545331939613386
RL-s18-b125-a1.00,BT-v2,50,0.615,0.4765619681554297,0.7370280840438977,0.7017543859649122,0.43,0.5364999999999995,13.4125,113.66549999999566,0.018146183301802926,0.0376870150011974,0.06973287112149791
RL-s18-b200-a1.00,BT-v2,50,0.615,0.4765619681554297,0.7370280840438977,0.676923076923077,0.35,0.39849999999999985,9.9625,115.19299999999559,0.0,0.02918169168860407,0.035796284588518267
RL-s8-b250-a1.00,BT-v2,50,0.615,0.4765619681554297,0.7370280840438977,0.7254901960784313,0.49,0.31999999999999995,8.0,118.64599999999538,0.0,0.02793940386267887,0.030868738809484667
