cond,d_star,d_star_090,d_star_095,d_star_099,fidelity_at_4,n_leaves,n_samples
BT-v1,1.0,1.0,1.0,3.0,0.995244845451407,2.0,28033
BT-v2,4.0,2.0,4.0,17.0,0.9523549886447117,16.0,31978
BT-v3,5.0,3.0,5.0,17.0,0.9402036139137073,28.0,31234
RL-s0-b100-a1.00,4.0,1.0,4.0,17.0,0.9522631931056899,16.0,31323
RL-s0-b200-a1.00,6.0,2.0,6.0,17.0,0.9310190315037801,60.0,33254
RL-s0-b300-a1.00,6.0,1.0,6.0,17.0,0.9428199003302972,54.0,32863
RL-s1-b100-a1.00,5.0,2.0,5.0,17.0,0.9473470325675002,32.0,34999
RL-s1-b200-a1.00,5.0,2.0,5.0,17.0,0.9440506689614019,31.0,36046
RL-s1-b300-a1.00,17.0,5.0,17.0,17.0,0.8864307905336889,4583.0,31141
