cond,kind,alpha,bt_version,ckpt,budget,train_seed,opponent,seed,side,score,win,draw,loss,outcome,duration,damage_dealt,damage_taken,wez_time,surv_time,viol_deck,viol_over_g,viol_sep,mean_es
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10058,0,1.0,1,0,0,gun_kill,114.74999999999562,100.0,0.0,3.999999999999994,114.74999999999562,0.0,0.056282722513089,0.0231239092495637,3339.812780925279
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10058,1,0.0,0,0,1,timeout,120.19999999999531,0.0,13.75,0.0,120.19999999999531,0.0,0.04367720465890183,0.00041597337770382697,
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10059,0,0.5,0,1,0,timeout,120.19999999999531,0.0,0.0,0.0,120.19999999999531,0.0,0.0033277870216306157,0.01372712146422629,4820.962599523536
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10059,1,0.5,0,1,0,timeout,120.19999999999531,0.0,0.0,0.0,120.19999999999531,0.0,0.0033277870216306157,0.014559068219633943,
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10060,0,1.0,1,0,0,timeout,120.19999999999531,16.25,0.0,0.65,120.19999999999531,0.0,0.04118136439267887,0.029534109816971715,4714.481729228596
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10060,1,0.5,0,1,0,timeout,120.19999999999531,0.0,0.0,0.0,120.19999999999531,0.0,0.04742096505823627,0.0,
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10061,0,1.0,1,0,0,timeout,120.19999999999531,13.75,0.0,0.5499999999999999,120.19999999999531,0.0,0.0370216306156406,0.0074875207986688855,4311.833605478004
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10061,1,1.0,1,0,0,timeout,120.19999999999531,27.5,0.0,1.1000000000000003,120.19999999999531,0.0,0.04617304492512479,0.006239600665557404,
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10062,0,0.0,0,0,1,timeout,120.19999999999531,7.5,10.0,0.3,120.19999999999531,0.0,0.07071547420965059,0.004991680532445923,6196.7792246372055
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10062,1,0.5,0,1,0,timeout,120.19999999999531,0.0,0.0,0.0,120.19999999999531,0.0,0.07196339434276207,0.0,
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10063,0,1.0,1,0,0,timeout,120.19999999999531,11.25,6.25,0.44999999999999996,120.19999999999531,0.0,0.026622296173044926,0.005407653910149751,5018.796232947947
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10063,1,0.5,0,1,0,timeout,120.19999999999531,0.0,0.0,0.0,120.19999999999531,0.0,0.02745424292845258,0.01913477537437604,
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10064,0,1.0,1,0,0,timeout,120.19999999999531,5.0,0.0,0.2,120.19999999999531,0.0,0.025790349417637273,0.02454242928452579,4743.287938412135
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10064,1,1.0,1,0,0,timeout,120.19999999999531,22.5,0.0,0.9000000000000002,120.19999999999531,0.0,0.019550748752079867,0.0,
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10065,0,0.5,0,1,0,timeout,120.19999999999531,0.0,0.0,0.0,120.19999999999531,0.0,0.020798668885191347,0.004159733777038269,5395.654093266362
RL-s1-b200-a1.00,rl,1.0,2,results/es_killfirst/ckpt_seed1_gen00200.npz,200,1,BT-v3,10065,1,0.0,0,0,1,timeout,120.19999999999531,6.25,8.75,0.25,120.19999999999531,0.0,0.021214642262895173,0.0066555740432612314,
