cond,kill_win,timeout,wez,duration,dmg,family,score,d_star,fidelity_at_4,budget,cluster
HYB-s14-b300-a0.25,0.2475,0.62,1.2758749999999983,101.01862499999625,31.896875,Hybrid,0.67625,17.0,0.8951340609645729,300,C3
HYB-s14-b300-a0.50,0.1425,0.7825,1.054249999999999,111.35812499999577,26.35625,Hybrid,0.7075,17.0,0.8904799353203996,300,C2
HYB-s14-b300-a0.75,0.2375,0.705,1.3444999999999985,110.58049999999585,33.6125,Hybrid,0.7424999999999999,17.0,0.8999068143990927,300,C2
HYB-s15-b100-a0.25,0.21,0.65,1.0412499999999987,104.76237499999607,26.03125,Hybrid,0.61375,17.0,0.9222487292731408,100,C4
HYB-s15-b100-a0.50,0.185,0.6725,0.9453749999999989,103.91112499999612,23.634375,Hybrid,0.655,6.0,0.9344861123437168,100,C3
HYB-s15-b100-a0.75,0.1825,0.7525,0.9664999999999988,110.8307499999958,24.1625,Hybrid,0.7175,14.0,0.918090905763677,100,C2
HYB-s15-b200-a0.25,0.105,0.75,0.6889999999999992,103.6433749999961,17.225,Hybrid,0.5774999999999999,17.0,0.9333302301539036,200,C3
HYB-s15-b200-a0.50,0.055,0.7975,0.4778749999999996,106.70237499999597,11.946875,Hybrid,0.57625,5.0,0.9335917257491728,200,C3
HYB-s15-b200-a0.75,0.01,0.905,0.26437499999999997,113.9966249999956,6.609375,Hybrid,0.57375,17.0,0.9366200058599224,200,C1
HYB-s15-b300-a0.25,0.1925,0.68,1.0403749999999987,101.49399999999623,26.009375,Hybrid,0.6325000000000001,17.0,0.9272503318125748,300,C3
HYB-s15-b300-a0.50,0.1325,0.7125,0.7998749999999991,104.45162499999607,19.996875,Hybrid,0.62375,17.0,0.9232039655276736,300,C3
HYB-s15-b300-a0.75,0.14,0.8,1.004374999999999,111.74787499999576,25.109375,Hybrid,0.745,5.0,0.9499631010943024,300,C2
HYB-s16-b100-a0.25,0.1475,0.72,0.8688749999999991,101.3619999999962,21.721875,Hybrid,0.6174999999999999,17.0,0.9236870626386792,100,C3
HYB-s16-b100-a0.50,0.1175,0.8075,0.7923749999999993,109.80449999999584,19.809375,Hybrid,0.6737500000000001,17.0,0.9138230132707434,100,C3
HYB-s16-b100-a0.75,0.0275,0.9225,0.5772499999999998,115.81649999999554,14.43125,Hybrid,0.72875,17.0,0.9212009476333464,100,C2
HYB-s16-b200-a0.25,0.175,0.735,0.8718749999999988,105.04799999999605,21.796875,Hybrid,0.58875,5.0,0.9334511155591744,200,C3
HYB-s16-b200-a0.50,0.08,0.81,0.5268749999999995,109.05999999999587,13.171875,Hybrid,0.58875,17.0,0.9218763840205166,200,C3
HYB-s16-b200-a0.75,0.08,0.865,0.8502499999999994,115.17799999999558,21.25625,Hybrid,0.71625,17.0,0.9167725447562448,200,C2
HYB-s16-b300-a0.25,0.1575,0.7275,0.872249999999999,105.983499999996,21.80625,Hybrid,0.6074999999999999,17.0,0.9149386202148144,300,C3
HYB-s16-b300-a0.50,0.1375,0.7925,0.8536249999999991,108.45624999999589,21.340625,Hybrid,0.67125,17.0,0.8948470285393435,300,C3
HYB-s16-b300-a0.75,0.1025,0.7925,0.9487499999999993,109.66074999999583,23.71875,Hybrid,0.715,17.0,0.9030348819113466,300,C4
HYB-s17-b100-a0.25,0.215,0.67,1.2033749999999985,103.31112499999615,30.084375,Hybrid,0.655,17.0,0.910143506971644,100,C3
HYB-s17-b100-a0.50,0.195,0.7225,1.2144999999999986,107.90199999999595,30.3625,Hybrid,0.68875,7.0,0.8907632935489913,100,C4
HYB-s17-b100-a0.75,0.135,0.8075,0.9726249999999991,113.60824999999566,24.315625,Hybrid,0.64375,17.0,0.9024056591893316,100,C2
HYB-s17-b200-a0.25,0.1775,0.6775,1.0549999999999988,100.66812499999625,26.375,Hybrid,0.6512500000000001,17.0,0.9141778262470812,200,C3
HYB-s17-b200-a0.50,0.1125,0.765,0.8861249999999992,106.23049999999598,22.153125,Hybrid,0.65375,17.0,0.9240234825189672,200,C4
HYB-s17-b200-a0.75,0.1625,0.7575,1.183749999999999,110.27099999999584,29.59375,Hybrid,0.715,17.0,0.909901413401458,200,C2
HYB-s17-b300-a0.25,0.1475,0.7325,0.8346249999999991,104.0241249999961,20.865625,Hybrid,0.58125,17.0,0.9292223291007676,300,C3
HYB-s17-b300-a0.50,0.06,0.7475,0.4972499999999996,102.63762499999613,12.43125,Hybrid,0.59625,17.0,0.9153449286637968,300,C3
HYB-s17-b300-a0.75,0.115,0.8275,0.8202499999999993,111.68137499999575,20.50625,Hybrid,0.7,17.0,0.9195948121844252,300,C2
HYB-s18-b100-a0.25,0.17,0.705,0.9238749999999989,103.4737499999961,23.096875,Hybrid,0.59125,17.0,0.9230696141824644,100,C3
HYB-s18-b100-a0.50,0.1425,0.73,0.884249999999999,104.51874999999605,22.10625,Hybrid,0.61,17.0,0.9036067812054892,100,C3
HYB-s18-b100-a0.75,0.1925,0.695,1.2052499999999986,107.51749999999596,30.13125,Hybrid,0.6725,17.0,0.8671877060124135,100,C4
HYB-s18-b200-a0.25,0.085,0.735,0.6361249999999994,101.9233749999962,15.903125,Hybrid,0.54375,17.0,0.927322118549052,200,C3
HYB-s18-b200-a0.50,0.05,0.81,0.4467499999999997,107.30637499999594,11.16875,Hybrid,0.58375,17.0,0.8682355808744748,200,C3
HYB-s18-b200-a0.75,0.0225,0.9225,0.3982499999999999,114.19087499999561,9.95625,Hybrid,0.6525000000000001,17.0,0.9061514752777252,200,C1
HYB-s18-b300-a0.25,0.05,0.86,0.4076249999999996,108.75737499999585,10.190625,Hybrid,0.52625,6.0,0.9372681121427408,300,C3
HYB-s18-b300-a0.50,0.025,0.875,0.3332499999999999,111.04199999999575,8.33125,Hybrid,0.58875,17.0,0.9034669422102424,300,C3
HYB-s18-b300-a0.75,0.0175,0.9425,0.4205,115.08349999999557,10.5125,Hybrid,0.66875,17.0,0.910905809563849,300,C1
HYB-s19-b100-a0.25,0.2625,0.49,1.2709999999999981,98.87099999999641,31.775,Hybrid,0.595,6.0,0.9191250659131855,100,C4
HYB-s19-b100-a0.50,0.22,0.465,1.0726249999999986,95.31687499999666,26.815625,Hybrid,0.5862499999999999,17.0,0.882333427280041,100,C4
HYB-s19-b100-a0.75,0.1775,0.5375,1.039499999999999,95.78312499999663,25.9875,Hybrid,0.59875,17.0,0.8635485830507371,100,C4
HYB-s19-b200-a0.25,0.0825,0.8075,0.5764999999999993,107.59674999999592,14.4125,Hybrid,0.54,17.0,0.9249685985490624,200,C3
HYB-s19-b200-a0.50,0.0575,0.825,0.4358749999999996,107.57249999999591,10.896875,Hybrid,0.5575,17.0,0.9107654463248188,200,C3
HYB-s19-b200-a0.75,0.0325,0.9,0.5049999999999998,114.27599999999562,12.625,Hybrid,0.6599999999999999,17.0,0.9135848285372852,200,C2
HYB-s19-b300-a0.25,0.1575,0.7675,0.9384999999999988,108.22687499999587,23.4625,Hybrid,0.5825,17.0,0.923087253666278,300,C3
HYB-s19-b300-a0.50,0.095,0.8325,0.6466249999999993,110.87387499999576,16.165625,Hybrid,0.61375,17.0,0.922022884924966,300,C3
HYB-s19-b300-a0.75,0.0825,0.8675,0.8157499999999994,115.19662499999556,20.39375,Hybrid,0.73,17.0,0.9313587550012926,300,C2
HYB-s2-b100-a0.25,0.245,0.6675,1.3316249999999983,104.46062499999609,33.290625,Hybrid,0.66875,17.0,0.9255286502486608,100,C3
HYB-s2-b100-a0.50,0.22,0.685,1.2488749999999984,103.68449999999612,31.221875,Hybrid,0.6725,7.0,0.9397377101363849,100,C3
HYB-s2-b100-a0.75,0.245,0.7075,1.4142499999999985,109.90749999999588,35.35625,Hybrid,0.71875,17.0,0.921886454597122,100,C2
HYB-s2-b200-a0.25,0.1875,0.6675,1.0638749999999988,101.8647499999962,26.596875,Hybrid,0.63625,17.0,0.9145507670021324,200,C3
HYB-s2-b200-a0.50,0.1125,0.76,0.7994999999999992,105.359124999996,19.9875,Hybrid,0.62625,17.0,0.9129101854075468,200,C3
HYB-s2-b200-a0.75,0.19,0.74,1.1691249999999986,109.58487499999586,29.228125,Hybrid,0.71875,17.0,0.8880818893476422,200,C2
HYB-s2-b300-a0.25,0.1275,0.745,0.7788749999999992,103.81437499999609,19.471875,Hybrid,0.60875,8.0,0.9308302765491548,300,C3
HYB-s2-b300-a0.50,0.04,0.8275,0.4158749999999998,104.368374999996,10.396875,Hybrid,0.62375,17.0,0.9045914203631876,300,C3
HYB-s2-b300-a0.75,0.0075,0.95,0.42400000000000004,117.00124999999547,10.6,Hybrid,0.67625,10.0,0.9233124802108807,300,C1
HYB-s3-b100-a0.25,0.1025,0.7725,0.6821249999999992,104.06074999999608,17.053125,Hybrid,0.575,17.0,0.8872240328305081,100,C3
HYB-s3-b100-a0.50,0.0625,0.8,0.5173749999999995,107.7796249999959,12.934375,Hybrid,0.545,17.0,0.9235997990903756,100,C3
HYB-s3-b100-a0.75,0.095,0.8325,0.6377499999999994,112.68624999999571,15.94375,Hybrid,0.5862499999999999,17.0,0.9144259229124556,100,C2
HYB-s3-b200-a0.25,0.1225,0.745,0.6763749999999992,105.12887499999606,16.909375,Hybrid,0.53375,17.0,0.925234792953301,200,C3
HYB-s3-b200-a0.50,0.01,0.8225,0.2746249999999999,106.74487499999596,6.865625,Hybrid,0.53,17.0,0.8846948142955157,200,C3
HYB-s3-b200-a0.75,0.005,0.9175,0.2855,114.63749999999558,7.1375,Hybrid,0.58125,17.0,0.901499695902172,200,C1
HYB-s3-b300-a0.25,0.205,0.71,1.1561249999999985,105.92362499999601,28.903125,Hybrid,0.635,17.0,0.9201465038307048,300,C3
HYB-s3-b300-a0.50,0.1225,0.7525,0.7237499999999991,105.76437499999602,18.09375,Hybrid,0.57125,17.0,0.9020781886196414,300,C3
HYB-s3-b300-a0.75,0.1,0.865,0.7136249999999993,114.16237499999562,17.840625,Hybrid,0.665,17.0,0.8970647412668051,300,C2
HYB-s4-b100-a0.25,0.2125,0.6775,1.1061249999999987,103.51387499999609,27.653125,Hybrid,0.635,17.0,0.9163177606888075,100,C3
HYB-s4-b100-a0.50,0.1825,0.7075,1.0468749999999987,105.13474999999603,26.171875,Hybrid,0.655,17.0,0.9271965952351578,100,C3
HYB-s4-b100-a0.75,0.1725,0.765,0.9591249999999989,110.40037499999582,23.978125,Hybrid,0.6825,11.0,0.9221511031819956,100,C2
HYB-s4-b200-a0.25,0.2375,0.55,1.1206249999999986,100.64499999999629,28.015625,Hybrid,0.625,17.0,0.918659073387324,200,C4
HYB-s4-b200-a0.50,0.2075,0.5675,1.0628749999999987,99.44012499999636,26.571875,Hybrid,0.64625,17.0,0.9179081146477992,200,C4
HYB-s4-b200-a0.75,0.2525,0.6125,1.5202499999999983,105.72812499999611,38.00625,Hybrid,0.7475,17.0,0.9258664907430826,200,C4
HYB-s4-b300-a0.25,0.1825,0.715,1.0061249999999986,105.18337499999603,25.153125,Hybrid,0.62875,7.0,0.9187953769945288,300,C3
HYB-s4-b300-a0.50,0.0975,0.8175,0.7156249999999993,106.37337499999596,17.890625,Hybrid,0.645,17.0,0.9173697096741456,300,C3
HYB-s4-b300-a0.75,0.145,0.815,1.018749999999999,112.07412499999573,25.46875,Hybrid,0.76125,17.0,0.9180979216647908,300,C2
HYB-s5-b100-a0.25,0.2325,0.6475,1.2684999999999984,104.44337499999607,31.7125,Hybrid,0.66875,6.0,0.9336886792367018,100,C3
HYB-s5-b100-a0.50,0.2275,0.675,1.2473749999999986,107.07849999999598,31.184375,Hybrid,0.7275,9.0,0.9239293665907974,100,C4
HYB-s5-b100-a0.75,0.1825,0.78,1.1367499999999988,113.66412499999568,28.41875,Hybrid,0.7525,17.0,0.9160447640529228,100,C2
HYB-s5-b200-a0.25,0.165,0.69,0.8851249999999989,101.9193749999962,22.128125,Hybrid,0.57375,17.0,0.9227619781287985,200,C3
HYB-s5-b200-a0.50,0.085,0.83,0.5339999999999994,108.39899999999588,13.35,Hybrid,0.57375,17.0,0.920787979195001,200,C3
HYB-s5-b200-a0.75,0.135,0.825,0.8327499999999992,112.99387499999568,20.81875,Hybrid,0.69125,17.0,0.8841537123930509,200,C2
HYB-s5-b300-a0.25,0.1325,0.7425,0.759124999999999,103.66462499999608,18.978125,Hybrid,0.58125,17.0,0.906154393064714,300,C3
HYB-s5-b300-a0.50,0.075,0.795,0.5809999999999994,105.678499999996,14.525,Hybrid,0.60375,17.0,0.8894859193045862,300,C3
HYB-s5-b300-a0.75,0.095,0.875,0.7802499999999993,114.7053749999956,19.50625,Hybrid,0.6875,17.0,0.9127545167344068,300,C2
HYB-s6-b100-a0.25,0.155,0.735,0.897999999999999,103.65624999999612,22.45,Hybrid,0.5974999999999999,6.0,0.9268633345163688,100,C3
HYB-s6-b100-a0.50,0.07,0.8175,0.5239999999999996,106.50649999999595,13.1,Hybrid,0.5975,6.0,0.9364328187150734,100,C3
HYB-s6-b100-a0.75,0.0125,0.95,0.31449999999999995,117.41187499999548,7.8625,Hybrid,0.6387499999999999,17.0,0.9195657052699316,100,C1
HYB-s6-b200-a0.25,0.17,0.7225,0.9432499999999989,102.93899999999614,23.58125,Hybrid,0.615,17.0,0.920482767334806,200,C3
HYB-s6-b200-a0.50,0.0775,0.8225,0.5488749999999994,108.54862499999587,13.721875,Hybrid,0.60875,17.0,0.913594422576362,200,C3
HYB-s6-b200-a0.75,0.0975,0.875,0.8588749999999993,114.7586249999956,21.471875,Hybrid,0.7125,5.0,0.9366048523883844,200,C2
HYB-s6-b300-a0.25,0.165,0.755,0.8949999999999989,106.58349999999598,22.375,Hybrid,0.6112500000000001,17.0,0.9302783622349434,300,C3
HYB-s6-b300-a0.50,0.06,0.84,0.5684999999999996,108.29887499999586,14.2125,Hybrid,0.6375,17.0,0.9253058301895976,300,C3
HYB-s6-b300-a0.75,0.0425,0.9375,0.6322499999999996,116.75312499999549,15.80625,Hybrid,0.73875,6.0,0.9352908935611236,300,C2
HYB-s7-b100-a0.25,0.145,0.7725,0.894874999999999,106.42024999999596,22.371875,Hybrid,0.5575,17.0,0.9106209467333042,100,C3
HYB-s7-b100-a0.50,0.095,0.785,0.5664999999999993,105.23449999999602,14.1625,Hybrid,0.49875,17.0,0.8968152323825933,100,C3
HYB-s7-b100-a0.75,0.0325,0.935,0.3084999999999997,115.51437499999554,7.7125,Hybrid,0.49,17.0,0.8996399546831176,100,C2
HYB-s7-b200-a0.25,0.2475,0.565,1.2232499999999984,101.17249999999623,30.58125,Hybrid,0.64125,17.0,0.9008815052417076,200,C4
HYB-s7-b200-a0.50,0.185,0.6475,0.9246249999999988,106.117374999996,23.115625,Hybrid,0.61375,17.0,0.9005422060376427,200,C4
HYB-s7-b200-a0.75,0.175,0.67,0.9671249999999989,109.35424999999586,24.178125,Hybrid,0.63625,17.0,0.888506859702837,200,C4
HYB-s7-b300-a0.25,0.1875,0.6675,1.0082499999999988,101.41187499999621,25.20625,Hybrid,0.61125,17.0,0.9213250877988116,300,C3
HYB-s7-b300-a0.50,0.125,0.76,0.7928749999999991,107.75699999999591,19.821875,Hybrid,0.615,17.0,0.9088033788885204,300,C3
HYB-s7-b300-a0.75,0.1075,0.84,0.7506249999999993,113.73724999999564,18.765625,Hybrid,0.66875,17.0,0.893594392755891,300,C2
HYB-s8-b100-a0.25,0.1475,0.78,0.825624999999999,107.39712499999592,20.640625,Hybrid,0.57375,5.0,0.9358797791727308,100,C3
HYB-s8-b100-a0.50,0.0975,0.745,0.6214999999999994,103.16587499999612,15.5375,Hybrid,0.59625,14.0,0.9185146545729492,100,C3
HYB-s8-b100-a0.75,0.0325,0.92,0.5079999999999998,116.2772499999955,12.7,Hybrid,0.65875,17.0,0.9377172064421968,100,C2
HYB-s8-b200-a0.25,0.1225,0.7675,0.7452499999999991,105.76562499999602,18.63125,Hybrid,0.5762499999999999,17.0,0.915267856576392,200,C3
HYB-s8-b200-a0.50,0.0825,0.8,0.5931249999999995,105.562624999996,14.828125,Hybrid,0.58625,17.0,0.8887476065836666,200,C3
HYB-s8-b200-a0.75,0.0975,0.8325,0.6429999999999993,110.84724999999578,16.075,Hybrid,0.6000000000000001,17.0,0.8970958849670767,200,C3
HYB-s8-b300-a0.25,0.1525,0.7575,0.867874999999999,106.05974999999599,21.696875,Hybrid,0.5975,17.0,0.9053024562118592,300,C3
HYB-s8-b300-a0.50,0.14,0.775,0.845749999999999,107.36199999999593,21.14375,Hybrid,0.63375,17.0,0.889921165588744,300,C3
HYB-s8-b300-a0.75,0.075,0.8925,0.6999999999999994,114.92037499999559,17.5,Hybrid,0.6725,17.0,0.8916530432651373,300,C2
HYB-s9-b100-a0.25,0.31,0.5375,1.565999999999998,103.37749999999615,39.15,Hybrid,0.6937500000000001,17.0,0.9122163736550476,100,C4
HYB-s9-b100-a0.50,0.3825,0.4425,1.7449999999999974,101.06162499999627,43.625,Hybrid,0.73375,17.0,0.925994995375636,100,C4
HYB-s9-b100-a0.75,0.4375,0.42,2.149749999999997,102.35749999999629,53.74375,Hybrid,0.81375,17.0,0.9086023700166072,100,C4
HYB-s9-b200-a0.25,0.165,0.765,0.9711249999999988,107.7984999999959,24.278125,Hybrid,0.60625,17.0,0.9307669129552392,200,C3
HYB-s9-b200-a0.50,0.1275,0.7125,0.7796249999999992,100.60537499999622,19.490625,Hybrid,0.59875,17.0,0.91409371586972,200,C3
HYB-s9-b200-a0.75,0.1275,0.81,0.8612499999999992,110.66874999999578,21.53125,Hybrid,0.6775,17.0,0.8813860712677108,200,C2
HYB-s9-b300-a0.25,0.17,0.7075,0.8947499999999989,102.89149999999616,22.36875,Hybrid,0.5900000000000001,17.0,0.9142055741305616,300,C3
HYB-s9-b300-a0.50,0.095,0.7475,0.6526249999999993,103.10474999999613,16.315625,Hybrid,0.57875,17.0,0.921909559809992,300,C3
HYB-s9-b300-a0.75,0.1075,0.83,0.7649999999999992,111.44037499999577,19.125,Hybrid,0.69625,17.0,0.9169260376942844,300,C2
RL-s0-b0-a1.00,0.3,0.5625,1.4877499999999981,105.08612499999609,37.19375,RL,0.6387499999999999,2.0,0.9749631399800442,0,C4
