cond,kill_win,timeout,wez,duration,dmg,family,score,d_star,fidelity_at_4,budget,cluster
RL-s0-b100-a1.00,0.255,0.5,1.5942499999999982,97.24637499999659,39.85625,RL,0.6325,8.0,0.9204671500785542,100,C4
RL-s0-b200-a1.00,0.09,0.8725,0.7159999999999995,115.73599999999554,17.9,RL,0.6950000000000001,4.0,0.952853330877906,200,C2
RL-s0-b300-a1.00,0.0075,0.9625,0.33862499999999995,117.05562499999546,8.465625,RL,0.72875,3.0,0.9657879878027142,300,C1
RL-s1-b100-a1.00,0.1725,0.725,1.0409999999999988,108.63637499999591,26.025,RL,0.6475,15.0,0.9259358984729622,100,C4
RL-s1-b200-a1.00,0.17,0.76,1.2809999999999988,112.96037499999571,32.025,RL,0.7475,17.0,0.9183590402195994,200,C2
RL-s1-b300-a1.00,0.335,0.6025,1.9426249999999976,110.41612499999586,48.565625,RL,0.785,17.0,0.8981994883402624,300,C4
RL-s10-b100-a1.00,0.09,0.8125,0.7412499999999993,115.55062499999556,18.53125,RL,0.63375,9.0,0.9116172176148636,100,C4
RL-s10-b200-a1.00,0.0175,0.92,0.8411250000000001,114.57912499999559,21.028125,RL,0.7475,17.0,0.9182646793858072,200,C1
RL-s10-b300-a1.00,0.2575,0.635,1.6999999999999984,103.06699999999624,42.5,RL,0.77,17.0,0.8911391693827496,300,C4
RL-s11-b100-a1.00,0.0325,0.935,0.5179999999999998,117.14987499999546,12.95,RL,0.68625,6.0,0.9368866775520373,100,C2
RL-s11-b200-a1.00,0.005,0.9175,0.33112500000000006,116.31149999999552,8.278125,RL,0.6425,5.0,0.9389176281624636,200,C1
RL-s11-b300-a1.00,0.1125,0.8625,0.9619999999999992,116.29099999999553,24.05,RL,0.77625,3.0,0.9618636105087348,300,C2
RL-s12-b100-a1.00,0.085,0.865,0.7661249999999994,113.26237499999566,19.153125,RL,0.6625000000000001,4.0,0.95695954003598,100,C2
RL-s12-b200-a1.00,0.26,0.665,1.4484999999999983,109.0872499999959,36.2125,RL,0.6799999999999999,9.0,0.910542856052375,200,C2
RL-s12-b300-a1.00,0.2425,0.715,1.7022499999999983,112.70312499999572,42.55625,RL,0.76875,8.0,0.9056624869893762,300,C4
RL-s13-b100-a1.00,0.1125,0.8675,0.8499999999999992,115.85062499999555,21.25,RL,0.6925,5.0,0.9424600415713004,100,C2
RL-s13-b200-a1.00,0.0075,0.8975,0.38325000000000004,115.73524999999556,9.58125,RL,0.63375,6.0,0.9195536257491496,200,C1
RL-s13-b300-a1.00,0.0125,0.915,0.534,115.46512499999555,13.35,RL,0.6837500000000001,9.0,0.8972071485302056,300,C1
RL-s14-b100-a1.00,0.2025,0.695,1.2343749999999987,111.86199999999577,30.859375,RL,0.6312500000000001,7.0,0.9141956363345792,100,C4
RL-s14-b200-a1.00,0.2425,0.645,1.4573749999999983,111.00737499999583,36.434375,RL,0.7124999999999999,9.0,0.9038896626317144,200,C4
RL-s14-b300-a1.00,0.235,0.67,1.2897499999999986,108.95137499999593,32.24375,RL,0.70375,11.0,0.8996333329175231,300,C4
RL-s15-b100-a1.00,0.18,0.7475,0.9829999999999989,112.03512499999574,24.575,RL,0.71375,4.0,0.955068659752,100,C2
RL-s15-b200-a1.00,0.01,0.9125,0.21212499999999995,115.21924999999557,5.303125,RL,0.53375,4.0,0.9563603366636017,200,C1
RL-s15-b300-a1.00,0.0725,0.8725,0.7671249999999994,114.9402499999956,19.178125,RL,0.7224999999999999,4.0,0.9581204167113078,300,C2
RL-s16-b100-a1.00,0.0,0.9425,0.28475,117.29312499999546,7.11875,RL,0.6275,6.0,0.9270838463658924,100,C1
RL-s16-b200-a1.00,0.0075,0.935,0.414,115.99687499999553,10.35,RL,0.6625000000000001,6.0,0.934248773217006,200,C1
RL-s16-b300-a1.00,0.09,0.8225,0.7461249999999994,112.7701249999957,18.653125,RL,0.62625,17.0,0.8991041823480044,300,C2
RL-s17-b100-a1.00,0.065,0.8525,0.7198749999999994,113.72074999999565,17.996875,RL,0.62,9.0,0.9019072023828242,100,C2
RL-s17-b200-a1.00,0.1425,0.8,1.0753749999999989,113.67774999999565,26.884375,RL,0.7362500000000001,5.0,0.9407715324953368,200,C2
RL-s17-b300-a1.00,0.0375,0.895,0.5287499999999998,115.12624999999558,13.21875,RL,0.68875,4.0,0.9591758481958844,300,C2
RL-s18-b100-a1.00,0.1025,0.7975,0.996999999999999,113.83587499999565,24.925,RL,0.63375,16.0,0.9033785744172276,100,C4
RL-s18-b200-a1.00,0.0125,0.9325,0.36249999999999993,116.5636249999955,9.0625,RL,0.64375,6.0,0.9404969833091288,200,C1
RL-s18-b300-a1.00,0.02,0.925,0.4501249999999999,114.19074999999562,11.253125,RL,0.5974999999999999,9.0,0.932946122094987,300,C1
RL-s19-b100-a1.00,0.1375,0.57,0.8539999999999991,99.65687499999645,21.35,RL,0.49625,17.0,0.8611366982182914,100,C4
RL-s19-b200-a1.00,0.0025,0.9025,0.42962500000000003,116.19824999999554,10.740625,RL,0.635,4.0,0.9620612428693084,200,C1
RL-s19-b300-a1.00,0.07,0.8825,0.8291249999999996,116.41212499999553,20.728125,RL,0.74875,5.0,0.9383493736815552,300,C2
RL-s2-b100-a1.00,0.185,0.7075,1.2458749999999987,109.4171249999959,31.146875,RL,0.6950000000000001,6.0,0.9293113844947402,100,C4
RL-s2-b200-a1.00,0.125,0.8325,0.9344999999999992,114.16837499999563,23.3625,RL,0.7262500000000001,7.0,0.9258647818832464,200,C2
RL-s2-b300-a1.00,0.0125,0.9275,0.593375,116.21037499999551,14.834375,RL,0.74625,6.0,0.923618598082829,300,C1
RL-s3-b100-a1.00,0.055,0.86,0.42649999999999966,113.45524999999567,10.6625,RL,0.5475,5.0,0.9467131246925043,100,C2
RL-s3-b200-a1.00,0.0075,0.94,0.389375,116.93112499999548,9.734375,RL,0.7,5.0,0.9311919272759568,200,C1
RL-s3-b300-a1.00,0.0325,0.9225,0.6156249999999999,114.34874999999562,15.390625,RL,0.7325,6.0,0.9314722870402548,300,C2
RL-s4-b100-a1.00,0.1575,0.7975,0.917499999999999,114.37187499999564,22.9375,RL,0.6475,7.0,0.9224582280886784,100,C2
RL-s4-b200-a1.00,0.2675,0.5875,1.5244999999999982,105.42099999999613,38.1125,RL,0.7375,6.0,0.9372885220838404,200,C4
RL-s4-b300-a1.00,0.0975,0.8525,0.8699999999999993,114.6563749999956,21.75,RL,0.755,5.0,0.9449104162582058,300,C2
RL-s5-b100-a1.00,0.12,0.8525,1.018999999999999,114.26299999999561,25.475,RL,0.7325,6.0,0.9277929378732572,100,C2
RL-s5-b200-a1.00,0.115,0.84,0.8434999999999993,113.88387499999564,21.0875,RL,0.6912499999999999,5.0,0.9328022684466544,200,C2
RL-s5-b300-a1.00,0.01,0.9575,0.527875,117.12412499999546,13.196875,RL,0.69625,5.0,0.9440381768284404,300,C1
RL-s6-b100-a1.00,0.0075,0.9425,0.40375,116.7382499999955,10.09375,RL,0.6825,6.0,0.9453246962163796,100,C1
RL-s6-b200-a1.00,0.03,0.945,0.5952499999999997,116.94837499999548,14.88125,RL,0.66625,5.0,0.9364701166370626,200,C2
RL-s6-b300-a1.00,0.02,0.935,0.5621249999999999,117.15949999999548,14.053125,RL,0.7462500000000001,5.0,0.9470774548307748,300,C2
RL-s7-b100-a1.00,0.015,0.925,0.18999999999999986,113.71837499999562,4.75,RL,0.44875,17.0,0.8908755335533293,100,C1
RL-s7-b200-a1.00,0.145,0.6625,0.892499999999999,110.81499999999582,22.3125,RL,0.5375,9.0,0.9106125121352764,200,C4
RL-s7-b300-a1.00,0.055,0.91,0.5713749999999996,116.72912499999548,14.284375,RL,0.6825,7.0,0.9105768669969456,300,C2
RL-s8-b100-a1.00,0.005,0.925,0.25587499999999996,115.77862499999556,6.396875,RL,0.645,3.0,0.9633995657977794,100,C1
RL-s8-b200-a1.00,0.0975,0.8425,0.6984999999999992,113.07962499999569,17.4625,RL,0.625,9.0,0.922667654618445,200,C2
RL-s8-b300-a1.00,0.0075,0.9575,0.338125,116.26474999999549,8.453125,RL,0.6425000000000001,7.0,0.9101923367475904,300,C1
RL-s9-b100-a1.00,0.4725,0.3775,2.3607499999999972,100.70587499999641,59.01875,RL,0.84625,6.0,0.9439743980434212,100,C4
RL-s9-b200-a1.00,0.18,0.7925,1.1166249999999989,112.98812499999569,27.915625,RL,0.73,5.0,0.9392577428214798,200,C2
RL-s9-b300-a1.00,0.045,0.91,0.6476249999999998,114.75249999999559,16.190625,RL,0.72125,4.0,0.952744750518804,300,C2
SHD-s0-b300,0.01,0.9125,0.23874999999999993,111.6128749999957,5.96875,Shield,0.63125,7.0,0.9128072877034084,300,C3
SHD-s1-b300,0.025,0.735,0.3864999999999998,105.79087499999603,9.6625,Shield,0.4725,17.0,0.8703760683755615,300,C4
SHD-s10-b300,0.055,0.635,0.8044999999999995,100.27537499999632,20.1125,Shield,0.54125,17.0,0.8335237602907257,300,C4
SHD-s11-b300,0.0675,0.7325,0.6128749999999994,106.40049999999597,15.321875,Shield,0.5925,17.0,0.9116467221327332,300,C4
SHD-s12-b300,0.025,0.775,0.40349999999999986,107.02362499999596,10.0875,Shield,0.47125,17.0,0.8685002508903275,300,C4
SHD-s13-b300,0.0075,0.8125,0.2935,108.90812499999585,7.3375,Shield,0.545,17.0,0.8749098153028183,300,C4
SHD-s14-b300,0.015,0.5325,0.2827499999999999,95.58462499999663,7.06875,Shield,0.34,9.0,0.8975879539130618,300,C4
SHD-s15-b300,0.015,0.805,0.3108749999999999,105.999749999996,7.771875,Shield,0.5575,8.0,0.9015942757933454,300,C3
SHD-s16-b300,0.0025,0.79,0.258625,106.98287499999594,6.465625,Shield,0.4725,17.0,0.8774647409862424,300,C4
SHD-s17-b300,0.005,0.76,0.222625,103.98749999999609,5.565625,Shield,0.53625,7.0,0.9076158323557646,300,C4
SHD-s18-b300,0.0075,0.9,0.2638749999999999,111.41862499999574,6.596875,Shield,0.43875,17.0,0.9199978366588456,300,C3
SHD-s19-b300,0.0175,0.8975,0.5099999999999998,112.2648749999957,12.75,Shield,0.62,7.0,0.8981565918359202,300,C1
SHD-s2-b300,0.0075,0.7975,0.35112499999999996,106.79924999999595,8.778125,Shield,0.5887500000000001,17.0,0.9086759817905588,300,C4
SHD-s3-b300,0.015,0.82,0.3607499999999999,106.77749999999597,9.01875,Shield,0.57375,17.0,0.8967931511198242,300,C3
SHD-s4-b300,0.045,0.7875,0.4176249999999997,105.52312499999601,10.440625,Shield,0.57875,7.0,0.907523931356664,300,C3
SHD-s5-b300,0.01,0.865,0.2824999999999999,108.66487499999585,7.0625,Shield,0.5762499999999999,10.0,0.8993514237907172,300,C3
SHD-s6-b300,0.015,0.8525,0.38062499999999994,111.80674999999572,9.515625,Shield,0.615,6.0,0.9287114774100091,300,C4
SHD-s7-b300,0.0475,0.84,0.4319999999999996,109.41774999999583,10.8,Shield,0.5775,8.0,0.9119936619654488,300,C3
SHD-s8-b300,0.0075,0.9125,0.22699999999999995,113.54924999999562,5.675,Shield,0.5425,12.0,0.8840900549357509,300,C1
SHD-s9-b300,0.03,0.8325,0.44349999999999973,107.23087499999592,11.0875,Shield,0.5974999999999999,6.0,0.9231121426892334,300,C3
