cond,score,surv_time,viol_total,wez_time,score_heldout,d_star,d_star_090,d_star_095,d_star_099,fidelity_at_4,n_leaves,n_samples,family,train_seed,budget,alpha,bt_version,d_star_common,d_star_090_common,d_star_099_common,f4_common,coverage_entropy,coverage_std
RL-s4-b200-a1.00,0.7375,105.42099999999613,0.0981620870503571,1.5244999999999984,0.8475,6.0,4.0,6.0,17.0,0.9372885220838404,64.0,31793,RL,4,200,1.0,-1,17.0,4.0,17.0,0.9114699278623049,0.694487288302399,0.2660408675403916
RL-s17-b200-a1.00,0.7362500000000001,113.67774999999564,0.0467970472965585,1.0753749999999989,0.7925,5.0,2.0,5.0,17.0,0.9407715324953368,32.0,33866,RL,17,200,1.0,-1,17.0,5.0,17.0,0.8844986361154823,0.6582261831874959,0.2282185482208134
HYB-s9-b100-a0.50,0.73375,101.06162499999628,0.1181542278795762,1.7449999999999977,0.9225,17.0,3.0,17.0,17.0,0.925994995375636,3133.0,31239,Hybrid,9,100,0.5,-1,17.0,2.0,17.0,0.9306837979508154,0.6903742711173118,0.2319288839210859
RL-s3-b300-a1.00,0.7325,114.3487499999956,0.0445581285139139,0.615625,0.7475,6.0,2.0,6.0,17.0,0.9314722870402548,61.0,34483,RL,3,300,1.0,-1,17.0,5.0,17.0,0.8853131758461888,0.6519887566043474,0.2189185198634191
RL-s5-b100-a1.00,0.7325,114.2629999999956,0.057582588867279,1.0189999999999988,0.795,6.0,3.0,6.0,17.0,0.9277929378732572,62.0,34927,RL,5,100,1.0,-1,17.0,5.0,17.0,0.8983266915135262,0.6749638158867587,0.230116622875906
HYB-s19-b300-a0.75,0.73,115.19662499999556,0.0537078984525858,0.8157499999999993,0.7375,17.0,2.0,17.0,17.0,0.9313587550012926,4921.0,33660,Hybrid,19,300,0.75,-1,17.0,7.0,17.0,0.8818562212037464,0.6699418702551488,0.232210700035065
RL-s9-b200-a1.00,0.73,112.98812499999568,0.0453887937466324,1.1166249999999986,0.7775,5.0,2.0,5.0,17.0,0.9392577428214798,31.0,33645,RL,9,200,1.0,-1,7.0,3.0,17.0,0.9210151723012984,0.6514365190225244,0.2311139627266029
HYB-s16-b100-a0.75,0.72875,115.81649999999551,0.0321412136051448,0.5772499999999999,0.7325,17.0,4.0,17.0,17.0,0.9212009476333464,4910.0,35082,Hybrid,16,100,0.75,-1,17.0,7.0,17.0,0.8612281837789303,0.6698293484447709,0.2430478784177333
RL-s0-b300-a1.00,0.72875,117.05562499999544,0.0400059348037472,0.3386249999999999,0.7375,3.0,1.0,3.0,17.0,0.9657879878027142,8.0,35287,RL,0,300,1.0,-1,17.0,3.0,17.0,0.9196136600467522,0.6693134880389866,0.2326029459987839
HYB-s5-b100-a0.50,0.7275,107.07849999999596,0.0756173396339774,1.2473749999999986,0.8325,9.0,3.0,9.0,17.0,0.9239293665907974,334.0,32658,Hybrid,5,100,0.5,-1,8.0,4.0,17.0,0.9307825522701588,0.6625482655822366,0.2283828745087849
RL-s2-b200-a1.00,0.7262500000000001,114.16837499999562,0.0426163791807038,0.9344999999999992,0.735,7.0,3.0,7.0,17.0,0.9258647818832464,119.0,34629,RL,2,200,1.0,-1,17.0,5.0,17.0,0.8937384098816886,0.6793396549867877,0.2390191016035037
RL-s15-b300-a1.00,0.7224999999999999,114.94024999999556,0.0419217268736402,0.7671249999999995,0.745,4.0,2.0,4.0,17.0,0.9581204167113078,16.0,34409,RL,15,300,1.0,-1,7.0,3.0,17.0,0.926247784793946,0.6617112386901766,0.2381382243023293
RL-s9-b300-a1.00,0.72125,114.75249999999556,0.0420982372245549,0.6476249999999997,0.7425,4.0,1.0,4.0,17.0,0.952744750518804,16.0,35098,RL,9,300,1.0,-1,8.0,4.0,17.0,0.9064106491010638,0.6683916098093257,0.2242509354793245
HYB-s2-b200-a0.75,0.71875,109.58487499999588,0.0500538354672895,1.1691249999999986,0.755,17.0,6.0,17.0,17.0,0.8880818893476422,2680.0,32693,Hybrid,2,200,0.75,-1,17.0,5.0,17.0,0.899717467131715,0.6775989294445326,0.2358632882381791
HYB-s2-b100-a0.75,0.71875,109.90749999999584,0.0508919882527919,1.4142499999999985,0.7675,17.0,3.0,17.0,17.0,0.921886454597122,3216.0,31769,Hybrid,2,100,0.75,-1,17.0,3.0,17.0,0.9274363843450484,0.6313541225602886,0.2243821301249637
HYB-s12-b200-a0.75,0.7175,108.39987499999594,0.0556225525592055,1.663499999999998,0.7575,17.0,4.0,17.0,17.0,0.902995653726031,3303.0,33563,Hybrid,12,200,0.75,-1,17.0,5.0,17.0,0.8955757833626918,0.6756626978423592,0.2335639117965774
HYB-s15-b100-a0.75,0.7175,110.8307499999958,0.0634138221480055,0.9664999999999986,0.7875,14.0,2.0,14.0,17.0,0.918090905763677,1774.0,33537,Hybrid,15,100,0.75,-1,6.0,2.0,17.0,0.930753835009431,0.6922019463939565,0.2368904409373312
HYB-s16-b200-a0.75,0.71625,115.17799999999556,0.0375789854788093,0.8502499999999995,0.76,17.0,3.0,17.0,17.0,0.9167725447562448,4343.0,34480,Hybrid,16,200,0.75,-1,17.0,7.0,17.0,0.8775013652687351,0.6527371439073988,0.2343678020581375
HYB-s17-b200-a0.75,0.715,110.2709999999958,0.051670773197601,1.1837499999999987,0.7625,17.0,4.0,17.0,17.0,0.909901413401458,3207.0,33353,Hybrid,17,200,0.75,-1,17.0,5.0,17.0,0.8868060392343867,0.6479647722073122,0.2276547498547429
HYB-s16-b300-a0.75,0.715,109.66074999999584,0.0625191214851273,0.9487499999999992,0.7725,17.0,4.0,17.0,17.0,0.9030348819113466,4070.0,33140,Hybrid,16,300,0.75,-1,17.0,14.0,17.0,0.8523519522899201,0.7038831768250281,0.2507236798272229
RL-s15-b100-a1.00,0.71375,112.03512499999574,0.0708635311315952,0.9829999999999988,0.79,4.0,2.0,4.0,17.0,0.955068659752,16.0,33426,RL,15,100,1.0,-1,6.0,2.0,17.0,0.9337080099871928,0.7167745292577193,0.2545017530268909
HYB-s6-b200-a0.75,0.7125,114.7586249999956,0.0409991656473015,0.8588749999999994,0.745,5.0,1.0,5.0,17.0,0.9366048523883844,32.0,34914,Hybrid,6,200,0.75,-1,17.0,5.0,17.0,0.8998973063069371,0.6511870862458271,0.2354220945881695
RL-s14-b200-a1.00,0.7124999999999999,111.00737499999582,0.059725436050788,1.4573749999999983,0.7975,9.0,4.0,9.0,17.0,0.9038896626317144,321.0,33079,RL,14,200,1.0,-1,17.0,7.0,17.0,0.8459239258148543,0.6947075585108347,0.2425457556926403
HYB-s1-b100-a0.50,0.71,103.22649999999614,0.0945222993379022,1.4062499999999982,0.8675,17.0,4.0,17.0,17.0,0.9109804667737784,2900.0,32431,Hybrid,1,100,0.5,-1,17.0,4.0,17.0,0.9133601017453796,0.6894177847033123,0.232081150801281
HYB-s14-b300-a0.50,0.7075,111.35812499999577,0.0824632317381351,1.0542499999999988,0.8025,17.0,5.0,17.0,17.0,0.8904799353203996,5581.0,32625,Hybrid,14,300,0.5,-1,17.0,4.0,17.0,0.9074588721415642,0.6625665411800385,0.2137396527575657
HYB-s0-b300-a0.75,0.7050000000000001,116.32599999999545,0.0408756988889211,0.3537499999999999,0.7075,6.0,1.0,6.0,17.0,0.9485651676243688,60.0,34471,Hybrid,0,300,0.75,-1,17.0,3.0,17.0,0.919981080591964,0.6516870681111371,0.2214943667068702
HYB-s13-b300-a0.75,0.7050000000000001,116.19624999999547,0.0339428112992041,0.496125,0.7075,17.0,4.0,17.0,17.0,0.9138826220140678,4287.0,34615,Hybrid,13,300,0.75,-1,17.0,17.0,17.0,0.8045068960267292,0.6947123124272041,0.2359253330524626
RL-s14-b300-a1.00,0.70375,108.95137499999592,0.1376430554146225,1.2897499999999984,0.7825,11.0,5.0,11.0,17.0,0.8996333329175231,966.0,31033,RL,14,300,1.0,-1,8.0,4.0,17.0,0.9019019107700322,0.661057225717167,0.235167734840639
RL-s3-b200-a1.00,0.7,116.93112499999546,0.0326976713144683,0.389375,0.73,5.0,3.0,5.0,17.0,0.9311919272759568,32.0,35237,RL,3,200,1.0,-1,17.0,7.0,17.0,0.8548313695804548,0.6812728127040545,0.2438204994842369
HYB-s12-b300-a0.50,0.7,105.989874999996,0.0577641661544138,1.2338749999999987,0.8175,17.0,4.0,17.0,17.0,0.9047625606308508,3612.0,32284,Hybrid,12,300,0.5,-1,17.0,4.0,17.0,0.9060418981469028,0.66165735213995,0.2336069388904479
HYB-s17-b300-a0.75,0.7,111.68137499999574,0.0468931144021349,0.8202499999999993,0.735,17.0,2.0,17.0,17.0,0.9195948121844252,3725.0,33391,Hybrid,17,300,0.75,-1,17.0,17.0,17.0,0.8621117047272182,0.676058228865555,0.2278044114114736
HYB-s1-b100-a0.75,0.6975,107.24637499999596,0.0807454469809342,1.3526249999999982,0.8075,17.0,3.0,17.0,17.0,0.9214623771911769,2912.0,32824,Hybrid,1,100,0.75,-1,17.0,1.0,17.0,0.9213492707698496,0.670939084074867,0.2406836698740242
HYB-s13-b100-a0.75,0.6975,113.37624999999564,0.0443160889670036,0.8874999999999993,0.7375,10.0,3.0,10.0,17.0,0.9177330983576988,590.0,34060,Hybrid,13,100,0.75,-1,17.0,5.0,17.0,0.8950215693772309,0.6516455887976274,0.2252746443418389
HYB-s0-b200-a0.75,0.6975,113.04687499999564,0.0478098564047264,0.7504999999999993,0.7525,17.0,1.0,17.0,17.0,0.934617218998436,3168.0,33357,Hybrid,0,200,0.75,-1,17.0,4.0,17.0,0.914245514258581,0.6988774272860955,0.2366107741742301
HYB-s1-b300-a0.50,0.6975,104.71312499999608,0.0935083451681431,1.3448749999999985,0.7625,17.0,5.0,17.0,17.0,0.8940247683398411,3357.0,30681,Hybrid,1,300,0.5,-1,17.0,5.0,17.0,0.8909689643800766,0.6751756121726215,0.2318479132397941
HYB-s9-b300-a0.75,0.69625,111.44037499999575,0.0482852095491043,0.7649999999999992,0.7525,17.0,2.0,17.0,17.0,0.9169260376942844,3670.0,33631,Hybrid,9,300,0.75,-1,17.0,4.0,17.0,0.9023027027827596,0.646858972250707,0.2223719730576474
RL-s5-b300-a1.00,0.69625,117.12412499999544,0.0418922961253801,0.5278749999999999,0.715,5.0,1.0,5.0,17.0,0.9440381768284404,32.0,34646,RL,5,300,1.0,-1,17.0,4.0,17.0,0.9042188148122936,0.6738333089608216,0.2315575606657697
RL-s0-b200-a1.00,0.6950000000000001,115.73599999999551,0.0374912341574368,0.7159999999999995,0.7275,4.0,1.0,4.0,17.0,0.952853330877906,16.0,34253,RL,0,200,1.0,-1,8.0,3.0,17.0,0.9258921067406936,0.719915181157469,0.2466218405339109
RL-s2-b100-a1.00,0.6950000000000001,109.41712499999588,0.049115298432051,1.2458749999999983,0.7475,6.0,3.0,6.0,17.0,0.9293113844947402,61.0,32705,RL,2,100,1.0,-1,6.0,3.0,17.0,0.9205382695824236,0.6387401278160514,0.2331849179151344
HYB-s9-b100-a0.25,0.6937500000000001,103.37749999999612,0.1023297618529992,1.5659999999999978,0.8725,17.0,4.0,17.0,17.0,0.9122163736550476,3006.0,30141,Hybrid,9,100,0.25,-1,5.0,2.0,17.0,0.9448119866644524,0.6978440021259098,0.2398201523261493
HYB-s1-b200-a0.50,0.6925,104.68624999999608,0.0824876922900864,1.3024999999999984,0.7875,17.0,7.0,17.0,17.0,0.886192608029084,2121.0,31499,Hybrid,1,200,0.5,-1,17.0,4.0,17.0,0.9098663533194292,0.6687757986119013,0.2297402143242298
RL-s13-b100-a1.00,0.6925,115.85062499999552,0.0382448396911147,0.849999999999999,0.7475,5.0,2.0,5.0,17.0,0.9424600415713004,32.0,34756,RL,13,100,1.0,-1,17.0,6.0,17.0,0.8795046851532521,0.6683805195645498,0.2342655738738933
HYB-s0-b100-a0.75,0.6925,99.43462499999646,0.0932860727765804,1.681499999999998,0.805,17.0,4.0,17.0,17.0,0.9020401042642746,4238.0,30903,Hybrid,0,100,0.75,-1,4.0,1.0,17.0,0.953287197269072,0.64422322353947,0.2620890629307368
HYB-s5-b200-a0.75,0.69125,112.99387499999568,0.0445316441621032,0.8327499999999992,0.7325,17.0,8.0,17.0,17.0,0.8841537123930509,2811.0,32982,Hybrid,5,200,0.75,-1,17.0,6.0,17.0,0.8761099800552012,0.6846985344404612,0.232598556202327
HYB-s12-b100-a0.75,0.69125,112.96299999999567,0.0421024251627111,1.1028749999999987,0.765,8.0,1.0,8.0,17.0,0.9358990673579032,202.0,33896,Hybrid,12,100,0.75,-1,17.0,2.0,17.0,0.929260693287574,0.645786451661855,0.2251431387040883
HYB-s10-b300-a0.25,0.69125,101.8226249999962,0.0769768662700328,1.3644999999999985,0.8,17.0,5.0,17.0,17.0,0.8959885447280388,3138.0,29051,Hybrid,10,300,0.25,-1,8.0,4.0,17.0,0.9170361190192656,0.6758822340120082,0.2318827070480677
RL-s5-b200-a1.00,0.6912499999999999,113.8838749999956,0.0458627242888342,0.8434999999999994,0.75,5.0,2.0,5.0,17.0,0.9328022684466544,32.0,33916,RL,5,200,1.0,-1,17.0,6.0,17.0,0.8796330433343913,0.6892635040443406,0.24204508913117
HYB-s10-b100-a0.75,0.69,113.64662499999568,0.0587690330737596,1.0506249999999988,0.7625,17.0,6.0,17.0,17.0,0.8817261512216817,4459.0,34667,Hybrid,10,100,0.75,-1,17.0,5.0,17.0,0.8972592984476019,0.6837649505509114,0.2481135144803378
RL-s17-b300-a1.00,0.68875,115.12624999999557,0.0382904275269637,0.5287499999999998,0.7125,4.0,2.0,4.0,17.0,0.9591758481958844,16.0,33996,RL,17,300,1.0,-1,17.0,6.0,17.0,0.8615435040935882,0.6724791462167469,0.2330758212602759
HYB-s17-b100-a0.50,0.68875,107.90199999999594,0.0638266787695326,1.2144999999999988,0.8025,7.0,5.0,7.0,17.0,0.8907632935489913,100.0,31945,Hybrid,17,100,0.5,-1,17.0,4.0,17.0,0.9126400817588732,0.6722399345699998,0.2306511051158764
HYB-s5-b300-a0.75,0.6875,114.70537499999558,0.0420132355898594,0.7802499999999992,0.7025,17.0,3.0,17.0,17.0,0.9127545167344068,4134.0,34378,Hybrid,5,300,0.75,-1,17.0,5.0,17.0,0.8913379043786381,0.668086485964025,0.2270761134389912
RL-s11-b100-a1.00,0.68625,117.14987499999545,0.0411676327277091,0.5179999999999998,0.715,6.0,2.0,6.0,17.0,0.9368866775520373,59.0,34294,RL,11,100,1.0,-1,17.0,6.0,17.0,0.8918182571077324,0.6933578049535416,0.2500453554642803
HYB-s14-b200-a0.75,0.685,106.38212499999604,0.0562063852624275,1.3928749999999983,0.765,17.0,5.0,17.0,17.0,0.8956950824138111,4765.0,32948,Hybrid,14,200,0.75,-1,17.0,7.0,17.0,0.862031939225712,0.6945546055784166,0.2358463428788962
RL-s13-b300-a1.00,0.6837500000000001,115.46512499999554,0.0361442055547715,0.534,0.6925,9.0,5.0,9.0,17.0,0.8972071485302056,358.0,34332,RL,13,300,1.0,-1,17.0,17.0,17.0,0.7486528513135736,0.6965095058021885,0.2485115708388436
RL-s7-b300-a1.00,0.6825,116.72912499999546,0.0367456021999893,0.5713749999999995,0.7175,7.0,4.0,7.0,17.0,0.9105768669969456,99.0,35273,RL,7,300,1.0,-1,17.0,6.0,17.0,0.8642168626132405,0.6841968748085844,0.2300465304572427
RL-s6-b100-a1.00,0.6825,116.73824999999547,0.0324779336126345,0.4037499999999999,0.6825,6.0,2.0,6.0,17.0,0.9453246962163796,64.0,34384,RL,6,100,1.0,-1,17.0,5.0,17.0,0.8940646190398253,0.667500184229017,0.2335694671527985
HYB-s4-b100-a0.75,0.6825,110.40037499999582,0.0503349494210014,0.9591249999999992,0.7675,11.0,4.0,11.0,17.0,0.9221511031819956,800.0,32983,Hybrid,4,100,0.75,-1,17.0,3.0,17.0,0.921918632215146,0.6592877734512272,0.2293365924413928
RL-s12-b200-a1.00,0.6799999999999999,109.08724999999588,0.0486719561399493,1.448499999999998,0.7325,9.0,4.0,9.0,17.0,0.910542856052375,322.0,33200,RL,12,200,1.0,-1,17.0,5.0,17.0,0.8769364662312473,0.6710552794775473,0.24583161206416
HYB-s1-b100-a0.25,0.67875,104.12124999999612,0.1014092045212884,1.423874999999998,0.835,17.0,5.0,17.0,17.0,0.8933605612828904,2967.0,31830,Hybrid,1,100,0.25,-1,17.0,3.0,17.0,0.9331824110758064,0.6953035788458755,0.2393383685374349
HYB-s1-b300-a0.25,0.67875,102.4003749999962,0.0897714858823234,1.3722499999999982,0.8025,17.0,6.0,17.0,17.0,0.8905273495833478,3250.0,30677,Hybrid,1,300,0.25,-1,6.0,4.0,17.0,0.9217408248754476,0.6864900834391717,0.2388898518201949
HYB-s9-b200-a0.75,0.6775,110.66874999999575,0.0542915274739259,0.861249999999999,0.7375,17.0,17.0,17.0,17.0,0.8813860712677108,4503.0,32989,Hybrid,9,200,0.75,-1,17.0,3.0,17.0,0.9176252507096624,0.6657505144386081,0.2260575597075396
HYB-s12-b200-a0.25,0.67625,105.60437499999604,0.0793574439949343,1.1886249999999987,0.8025,17.0,4.0,17.0,17.0,0.9012115308474477,3302.0,31908,Hybrid,12,200,0.25,-1,5.0,3.0,17.0,0.938408577822902,0.6818903369250797,0.2328702345478897
HYB-s14-b300-a0.25,0.67625,101.01862499999623,0.0888980144037803,1.2758749999999983,0.81,17.0,5.0,17.0,17.0,0.8951340609645729,4218.0,31523,Hybrid,14,300,0.25,-1,5.0,3.0,17.0,0.929123782324212,0.6750588423060715,0.2278968334736132
HYB-s2-b300-a0.75,0.67625,117.00124999999544,0.0342593009615566,0.424,0.68,10.0,3.0,10.0,17.0,0.9233124802108807,619.0,34955,Hybrid,2,300,0.75,-1,17.0,7.0,17.0,0.8572217644094016,0.6723704937462066,0.229928701837586
HYB-s12-b300-a0.25,0.6737500000000001,105.32799999999602,0.0680355391944082,1.2882499999999983,0.8125,17.0,4.0,17.0,17.0,0.909334157993626,3163.0,33474,Hybrid,12,300,0.25,-1,5.0,3.0,17.0,0.9365727223893492,0.6752532444253835,0.2269712319991066
HYB-s16-b100-a0.50,0.6737500000000001,109.8044999999958,0.0411985480255676,0.7923749999999992,0.7025,17.0,4.0,17.0,17.0,0.9138230132707434,4243.0,32830,Hybrid,16,100,0.5,-1,17.0,4.0,17.0,0.9025096391679176,0.6438315413694706,0.227640144207703
HYB-s14-b100-a0.75,0.6725000000000001,108.5842499999959,0.0468619460798577,1.2437499999999986,0.7275,17.0,3.0,17.0,17.0,0.9261568225989584,4319.0,33896,Hybrid,14,100,0.75,-1,17.0,7.0,17.0,0.8676785916490685,0.6933553075972739,0.2293150561929816
HYB-s2-b100-a0.50,0.6725,103.68449999999608,0.0695747412933936,1.2488749999999984,0.7825,7.0,3.0,7.0,17.0,0.9397377101363849,112.0,33191,Hybrid,2,100,0.5,-1,7.0,4.0,17.0,0.9193845439093544,0.6623327886876156,0.2210188275480479
HYB-s18-b100-a0.75,0.6725,107.51749999999596,0.0698295514790631,1.2052499999999986,0.75,17.0,17.0,17.0,17.0,0.8671877060124135,3968.0,32088,Hybrid,18,100,0.75,-1,17.0,4.0,17.0,0.9058955331515322,0.692061714275341,0.2491804858755222
HYB-s8-b300-a0.75,0.6725,114.92037499999556,0.0379207478740777,0.6999999999999994,0.7025,17.0,5.0,17.0,17.0,0.8916530432651373,3572.0,33954,Hybrid,8,300,0.75,-1,17.0,17.0,17.0,0.852985832011785,0.6595090980041984,0.2215194681501842
HYB-s16-b300-a0.50,0.67125,108.45624999999586,0.0554031396286485,0.8536249999999991,0.73,17.0,5.0,17.0,17.0,0.8948470285393435,3306.0,32011,Hybrid,16,300,0.5,-1,17.0,5.0,17.0,0.8831145782446168,0.6945348681174887,0.2379603487437008
BT-v2,0.67125,101.6012499999962,0.100491441819102,1.493624999999998,0.8425,4.0,2.0,4.0,17.0,0.9523549886447116,16.0,31978,BT,-1,0,0.0,2,5.0,2.0,17.0,0.9430784939424448,0.6973319403185401,0.2413116430064939
HYB-s18-b300-a0.75,0.66875,115.08349999999554,0.0358515810314976,0.4205,0.6625,17.0,4.0,17.0,17.0,0.910905809563849,3041.0,33913,Hybrid,18,300,0.75,-1,17.0,17.0,17.0,0.6561677091132551,0.6813173638668416,0.2370174193642211
HYB-s5-b100-a0.25,0.66875,104.44337499999608,0.079263768732111,1.2684999999999984,0.7875,6.0,3.0,6.0,17.0,0.9336886792367018,64.0,34044,Hybrid,5,100,0.25,-1,6.0,3.0,17.0,0.9331584187224676,0.6849795783987723,0.2276675796258939
HYB-s2-b100-a0.25,0.66875,104.46062499999609,0.0837812974690823,1.331624999999998,0.8125,17.0,3.0,17.0,17.0,0.9255286502486608,3000.0,30911,Hybrid,2,100,0.25,-1,6.0,3.0,17.0,0.9346400275167164,0.6752101038490893,0.2216930176243796
HYB-s7-b300-a0.75,0.66875,113.7372499999956,0.0410102518833897,0.7506249999999992,0.725,17.0,17.0,17.0,17.0,0.893594392755891,2707.0,33700,Hybrid,7,300,0.75,-1,17.0,17.0,17.0,0.8808000304667147,0.6804804255035026,0.2335042876691366
RL-s6-b200-a1.00,0.66625,116.94837499999544,0.0391822952751387,0.5952499999999997,0.7,5.0,2.0,5.0,17.0,0.9364701166370626,32.0,35217,RL,6,200,1.0,-1,11.0,5.0,17.0,0.8954096543712788,0.6530253778654693,0.2345415045172852
HYB-s3-b300-a0.75,0.665,114.16237499999562,0.0461771639489011,0.7136249999999994,0.695,17.0,7.0,17.0,17.0,0.8970647412668051,3528.0,33595,Hybrid,3,300,0.75,-1,17.0,17.0,17.0,0.8917348111166774,0.639619125049643,0.2282489643417738
RL-s12-b100-a1.00,0.6625000000000001,113.26237499999566,0.0436386986925404,0.7661249999999994,0.7125,4.0,1.0,4.0,17.0,0.95695954003598,16.0,33407,RL,12,100,1.0,-1,6.0,3.0,17.0,0.9283532884507156,0.6348282430120828,0.2241534946167541
RL-s16-b200-a1.00,0.6625000000000001,115.99687499999553,0.034671735425101,0.414,0.66,6.0,3.0,6.0,17.0,0.934248773217006,61.0,35090,RL,16,200,1.0,-1,17.0,6.0,17.0,0.8714401825947725,0.6753856224372304,0.2419914205578264
HYB-s12-b200-a0.50,0.6625,107.06249999999592,0.069900767910187,1.070374999999999,0.7775,17.0,4.0,17.0,17.0,0.9002204443464218,4592.0,33172,Hybrid,12,200,0.5,-1,10.0,4.0,17.0,0.9163184165267644,0.6775969729335573,0.2282193126367868
HYB-s0-b100-a0.50,0.6625,94.40149999999662,0.1156345102306335,1.340374999999998,0.7875,17.0,4.0,17.0,17.0,0.9084446090236644,4378.0,27302,Hybrid,0,100,0.5,-1,5.0,2.0,17.0,0.9351512355316616,0.6815921044714548,0.2425105849980861
HYB-s13-b200-a0.75,0.66,115.68487499999554,0.0332455004969039,0.39175,0.67,8.0,3.0,8.0,17.0,0.9197667478858972,213.0,34383,Hybrid,13,200,0.75,-1,17.0,17.0,17.0,0.8243700266718706,0.6906094034538376,0.2494261271895511
HYB-s19-b200-a0.75,0.6599999999999999,114.27599999999558,0.0339299190931023,0.5049999999999998,0.6825,17.0,3.0,17.0,17.0,0.9135848285372852,3915.0,33721,Hybrid,19,200,0.75,-1,17.0,17.0,17.0,0.834897027480938,0.682353140747028,0.2505983440025084
HYB-s8-b100-a0.75,0.65875,116.27724999999548,0.0366949773314435,0.5079999999999998,0.6875,17.0,2.0,17.0,17.0,0.9377172064421968,5812.0,34563,Hybrid,8,100,0.75,-1,17.0,3.0,17.0,0.9121381911984564,0.6345767710437267,0.2279196490129523
HYB-s0-b0-a0.25,0.6575,101.8398749999962,0.1033251658805147,1.5021249999999982,0.83,5.0,2.0,5.0,17.0,0.9497840808309042,32.0,30881,Hybrid,0,0,0.25,-1,4.0,1.0,17.0,0.9518966479584594,0.7051329768934911,0.2407987288142822
HYB-s14-b200-a0.50,0.65625,105.583249999996,0.0626403864160531,1.0171249999999987,0.745,17.0,5.0,17.0,17.0,0.8975016413692503,3585.0,31922,Hybrid,14,200,0.5,-1,17.0,5.0,17.0,0.8843590825573227,0.692168561013667,0.2373280727574616
HYB-s15-b100-a0.50,0.655,103.91112499999612,0.0767240225836523,0.9453749999999989,0.755,6.0,3.0,6.0,17.0,0.9344861123437168,61.0,32251,Hybrid,15,100,0.5,-1,17.0,4.0,17.0,0.92555665173014,0.6838103476802491,0.2286176541967528
HYB-s1-b200-a0.25,0.655,105.11762499999604,0.0846391163042298,1.3141249999999984,0.7925,17.0,4.0,17.0,17.0,0.9109033112879306,2862.0,31662,Hybrid,1,200,0.25,-1,17.0,3.0,17.0,0.9274816452439144,0.6797285226779333,0.2294503484328076
HYB-s17-b100-a0.25,0.655,103.31112499999614,0.0798385565423542,1.2033749999999983,0.765,17.0,4.0,17.0,17.0,0.910143506971644,2998.0,30920,Hybrid,17,100,0.25,-1,6.0,4.0,17.0,0.928652465317265,0.679279994352131,0.2273900005070977
HYB-s4-b100-a0.50,0.655,105.13474999999602,0.0657672077613297,1.046874999999999,0.765,17.0,3.0,17.0,17.0,0.9271965952351578,4914.0,31659,Hybrid,4,100,0.5,-1,6.0,3.0,17.0,0.9270679749525168,0.6882389366530248,0.2310457444368134
HYB-s10-b100-a0.50,0.65375,106.02837499999598,0.0831033066315025,0.968749999999999,0.7475,17.0,4.0,17.0,17.0,0.9209428301907664,3935.0,32444,Hybrid,10,100,0.5,-1,17.0,5.0,17.0,0.8998674341693301,0.6733461693923602,0.233984181132046
HYB-s17-b200-a0.50,0.65375,106.23049999999596,0.0598605663176983,0.8861249999999989,0.7425,17.0,3.0,17.0,17.0,0.9240234825189672,4616.0,32882,Hybrid,17,200,0.5,-1,17.0,5.0,17.0,0.8989419574523418,0.6655096970224713,0.2305285792325627
HYB-s18-b200-a0.75,0.6525000000000001,114.1908749999956,0.0439442416490155,0.3982499999999999,0.6825,17.0,4.0,17.0,17.0,0.9061514752777252,2770.0,33038,Hybrid,18,200,0.75,-1,17.0,17.0,17.0,0.8652690809303404,0.6846231877303086,0.2392135956628732
HYB-s17-b200-a0.25,0.6512500000000001,100.66812499999624,0.0793279769266044,1.0549999999999986,0.7475,17.0,4.0,17.0,17.0,0.9141778262470812,3694.0,30818,Hybrid,17,200,0.25,-1,6.0,4.0,17.0,0.9290919046813676,0.670369656582602,0.2240291451620773
HYB-s11-b200-a0.75,0.6499999999999999,114.0202499999956,0.0364282156300272,0.325125,0.6425,17.0,3.0,17.0,17.0,0.9102399490618328,3636.0,33232,Hybrid,11,200,0.75,-1,17.0,17.0,17.0,0.84618057683353,0.6975671911885675,0.2517054381204369
RL-s4-b100-a1.00,0.6475,114.3718749999956,0.0382079729027625,0.9174999999999988,0.7225,7.0,4.0,7.0,17.0,0.9224582280886784,104.0,33560,RL,4,100,1.0,-1,17.0,4.0,17.0,0.9115234174902896,0.6621609641565922,0.2328408153334881
HYB-s13-b300-a0.50,0.6475,112.76474999999564,0.0382380519416531,0.4341249999999998,0.65,6.0,4.0,6.0,17.0,0.9218151514976178,63.0,32442,Hybrid,13,300,0.5,-1,17.0,5.0,17.0,0.872717442147929,0.683601257854422,0.2234197925215663
RL-s1-b100-a1.00,0.6475,108.6363749999959,0.0658144993540508,1.0409999999999986,0.7475,15.0,2.0,15.0,17.0,0.9259358984729622,2823.0,32497,RL,1,100,1.0,-1,6.0,1.0,17.0,0.9379704323859946,0.6649428982484105,0.2331537824872903
HYB-s4-b200-a0.50,0.64625,99.44012499999636,0.0883614566492169,1.062874999999999,0.7375,17.0,4.0,17.0,17.0,0.9179081146477992,4426.0,28091,Hybrid,4,200,0.5,-1,17.0,4.0,17.0,0.908394996645431,0.685283859980728,0.2370361516433364
