cond,opponent,n_seeds,score,score_lo,score_hi,pure_winrate,draw_rate,wez_time,damage,surv_time,viol_deck,viol_over_g,viol_total
HYB-s10-b300-a0.75,BT-v2,100,0.78,0.6892964648501421,0.849987176153946,0.8733333333333333,0.25,1.7149999999999983,42.875,102.37649999999628,0.021303337321752044,0.04573958715661485,0.08280669542520912
RL-s1-b300-a1.00,BT-v2,100,0.78,0.6892964648501421,0.849987176153946,0.8835616438356164,0.27,1.753249999999998,43.83125,113.37674999999568,0.02496001840803814,0.03499354238819883,0.08212536542453214
RL-s4-b300-a1.00,BT-v2,100,0.7475,0.6542838812993599,0.8224043370881823,0.8367346938775511,0.265,0.5477499999999998,13.69375,117.64999999999542,0.000544925124792013,0.026979877386457716,0.03776894614961327
HYB-s12-b300-a0.75,BT-v2,100,0.745,0.6516158649453945,0.8202573209331825,0.85,0.3,1.5239999999999982,38.1,108.88149999999591,0.0,0.0357856947188949,0.05631344973525816
RL-s10-b200-a1.00,BT-v2,100,0.745,0.6516158649453945,0.8202573209331825,0.855072463768116,0.31,0.878,21.95,112.04274999999566,0.0,0.033735819240561245,0.03950639540178514
RL-s2-b300-a1.00,BT-v2,100,0.74,0.6462901055081282,0.8159530153525187,0.7926829268292683,0.18,0.626,15.65,115.04149999999554,0.000141430948419301,0.030660028510438028,0.037058875029162566
HYB-s4-b300-a0.75,BT-v2,100,0.7375,0.6436323007566284,0.8137957875950534,0.8571428571428571,0.335,0.5722499999999999,14.30625,117.18049999999543,0.0008257071547420965,0.03466208148440841,0.04631773126888678
HYB-s10-b200-a0.75,BT-v2,100,0.73,0.63567883232055,0.8073041585042365,0.8333333333333334,0.31,0.6575,16.4375,116.0442499999955,0.0,0.025004401729861975,0.03127506606753601
RL-s10-b300-a1.00,BT-v2,100,0.7275,0.6330342306574904,0.8051337276583311,0.7861635220125787,0.205,1.3682499999999993,34.20625,104.75224999999612,0.029283992634047528,0.05955977461904949,0.10419507196647819
RL-s6-b300-a1.00,BT-v2,100,0.7275,0.6330342306574904,0.8051337276583311,0.8053691275167785,0.255,0.5020000000000001,12.55,117.19749999999546,0.0,0.02604837177103891,0.03149856299555741
HYB-s16-b100-a0.75,BT-v2,100,0.725,0.630392860899248,0.8029600649076084,0.8125,0.28,0.5215000000000001,13.0375,117.47124999999544,0.0,0.024785923068285053,0.029904759103587444
RL-s1-b200-a1.00,BT-v2,100,0.725,0.630392860899248,0.8029600649076084,0.8214285714285714,0.3,0.7839999999999995,19.6,116.03849999999551,0.014045889166296644,0.032744832838073466,0.06285338455170657
HYB-s19-b300-a0.75,BT-v2,100,0.7225,0.6277546968376878,0.8007831964602037,0.7986577181208053,0.255,0.50625,12.65625,117.34274999999543,0.020399301371962362,0.031624196097074564,0.057557362035378236
HYB-s6-b300-a0.75,BT-v2,100,0.7225,0.6277546968376878,0.8007831964602037,0.8296296296296296,0.325,0.4204999999999998,10.5125,116.46949999999546,0.0,0.02943765795719773,0.03553817650716128
RL-s0-b300-a1.00,BT-v2,100,0.72,0.6251197129007884,0.7986031478881379,0.8235294117647058,0.32,0.29975,7.49375,118.01824999999539,0.0,0.03342176305478351,0.03781998555931855
RL-s11-b300-a1.00,BT-v2,100,0.72,0.6251197129007884,0.7986031478881379,0.8142857142857143,0.3,0.3604999999999999,9.0125,117.67949999999543,0.01997400987389438,0.030387800312471035,0.05680367860999389
HYB-s15-b300-a0.75,BT-v2,100,0.7175,0.622487884134817,0.7964199441451442,0.8,0.275,0.4604999999999999,11.5125,114.6742499999956,0.0,0.03888995633735868,0.05146355864724584
RL-s2-b200-a1.00,BT-v2,100,0.7175,0.622487884134817,0.7964199441451442,0.8536585365853658,0.385,0.5669999999999997,14.175,115.43449999999554,0.00886293888777345,0.02896589959711144,0.047862296698813395
RL-s3-b300-a1.00,BT-v2,100,0.7175,0.622487884134817,0.7964199441451442,0.8,0.275,0.49174999999999996,12.29375,113.25249999999562,0.0,0.04497490219960024,0.05126043319421579
RL-s9-b100-a1.00,BT-v2,100,0.715,0.6198591861871973,0.7942336095837988,0.7945205479452054,0.27,0.9264999999999993,23.1625,113.41199999999567,0.1419961881239719,0.037364705430048877,0.21003020878187983
HYB-s10-b300-a0.50,BT-v2,100,0.705,0.6093752356641972,0.7854574300709386,0.8253968253968254,0.37,0.7814999999999995,19.5375,104.55799999999603,0.0286034211786058,0.044646423387650645,0.08906134969604931
HYB-s0-b300-a0.75,BT-v2,100,0.7025,0.6067618464416817,0.783255786784489,0.8091603053435115,0.345,0.2932499999999999,7.33125,116.44249999999545,0.0,0.03413108313813869,0.03864242941124721
HYB-s13-b300-a0.75,BT-v2,100,0.7025,0.6067618464416817,0.783255786784489,0.8045112781954887,0.335,0.49574999999999997,12.39375,115.79249999999548,0.0,0.0288106416880595,0.033914318855649495
RL-s12-b300-a1.00,BT-v2,100,0.7,0.6041514536665332,0.7810511470506724,0.8225806451612904,0.38,0.8594999999999996,21.4875,113.56999999999566,0.0,0.03255313451536163,0.05204717718584884
RL-s15-b300-a1.00,BT-v2,100,0.7,0.6041514536665332,0.7810511470506724,0.7702702702702703,0.26,0.3787499999999999,9.46875,115.85549999999552,0.0,0.02866444780188125,0.040506257152593754
RL-s19-b300-a1.00,BT-v2,100,0.7,0.6041514536665332,0.7810511470506724,0.7597402597402597,0.23,0.574,14.35,117.74249999999542,0.01958109681356194,0.02982491671805833,0.05455292336967377
RL-s9-b300-a1.00,BT-v2,100,0.7,0.6041514536665332,0.7810511470506724,0.7941176470588235,0.32,0.48674999999999985,12.16875,115.03149999999555,0.0,0.03342297571788708,0.03863440039159438
HYB-s11-b300-a0.75,BT-v2,100,0.6925,0.5963380507182118,0.7744194524720986,0.7938931297709924,0.345,0.3687499999999998,9.21875,115.7932499999955,0.0252355456641218,0.03323612430483634,0.06337309230996462
HYB-s5-b100-a0.75,BT-v2,100,0.6925,0.5963380507182118,0.7744194524720986,0.8130081300813008,0.385,0.45,11.25,118.4614999999954,0.04362921547635642,0.027008042374022725,0.07913332061064607
