cond,d_star_common,d_star_090_common,d_star_099_common,f4_common,coverage_entropy,coverage_std
HYB-s19-b100-a0.25,5.0,2.0,17.0,0.9415256596349022,0.7054124623758419,0.25704501960565507
HYB-s19-b100-a0.50,17.0,4.0,17.0,0.9040131782583806,0.6952286183927988,0.2669246838970448
HYB-s19-b100-a0.75,17.0,2.0,17.0,0.9177206059405998,0.726544949766183,0.29789832784747966
RL-s19-b100-a1.00,3.0,1.0,17.0,0.9647491483160402,0.7410666612356663,0.31477401129824595
HYB-s0-b200-a0.25,5.0,3.0,17.0,0.9385329262171377,0.6906779791818853,0.22630009169165985
HYB-s0-b200-a0.50,7.0,4.0,17.0,0.9102738155620949,0.7002586783193949,0.23612692679714478
HYB-s0-b200-a0.75,17.0,4.0,17.0,0.914245514258581,0.6988774272860955,0.23661077417423018
RL-s0-b200-a1.00,8.0,3.0,17.0,0.9258921067406937,0.719915181157469,0.24662184053391098
HYB-s1-b200-a0.25,17.0,3.0,17.0,0.9274816452439144,0.6797285226779333,0.22945034843280765
HYB-s1-b200-a0.50,17.0,4.0,17.0,0.9098663533194292,0.6687757986119013,0.22974021432422984
HYB-s1-b200-a0.75,17.0,4.0,17.0,0.9026047594070742,0.643098306097385,0.2368918077566519
RL-s1-b200-a1.00,17.0,5.0,17.0,0.8996909387924824,0.6571518519424511,0.2528644130772869
HYB-s2-b200-a0.25,6.0,3.0,17.0,0.9315656477105666,0.7066206744407021,0.24262429524997
HYB-s2-b200-a0.50,17.0,4.0,17.0,0.9153906755658625,0.6855240520328304,0.23040210220443438
HYB-s2-b200-a0.75,17.0,5.0,17.0,0.899717467131715,0.6775989294445326,0.23586328823817912
RL-s2-b200-a1.00,17.0,5.0,17.0,0.8937384098816886,0.6793396549867877,0.23901910160350373
HYB-s3-b200-a0.25,17.0,4.0,17.0,0.9176555874603323,0.6648346484078422,0.23098428569057083
HYB-s3-b200-a0.50,17.0,17.0,17.0,0.8786568595798189,0.662652939205405,0.22642938260550785
HYB-s3-b200-a0.75,17.0,17.0,17.0,0.8569594429918866,0.6800285554003543,0.23632721433853457
RL-s3-b200-a1.00,17.0,7.0,17.0,0.8548313695804548,0.6812728127040545,0.2438204994842369
HYB-s4-b200-a0.25,5.0,3.0,17.0,0.9310478143325337,0.695484165255846,0.23761148914925237
HYB-s4-b200-a0.50,17.0,4.0,17.0,0.908394996645431,0.685283859980728,0.23703615164333647
HYB-s4-b200-a0.75,17.0,3.0,17.0,0.9127383206299411,0.6828627791492666,0.24557573612411407
RL-s4-b200-a1.00,17.0,4.0,17.0,0.9114699278623049,0.694487288302399,0.26604086754039163
HYB-s5-b200-a0.25,12.0,4.0,17.0,0.9218165212450435,0.6816623465245546,0.23593196133317348
HYB-s5-b200-a0.50,17.0,6.0,17.0,0.8657858932841969,0.6985177474017066,0.23597815139420517
HYB-s5-b200-a0.75,17.0,6.0,17.0,0.8761099800552012,0.6846985344404612,0.23259855620232708
RL-s5-b200-a1.00,17.0,6.0,17.0,0.8796330433343913,0.6892635040443406,0.24204508913117
HYB-s6-b200-a0.25,6.0,4.0,17.0,0.9338612178080167,0.6782032303675014,0.22743964231781505
HYB-s6-b200-a0.50,17.0,5.0,17.0,0.8911385965035815,0.6634141425199421,0.2205962468658295
HYB-s6-b200-a0.75,17.0,5.0,17.0,0.8998973063069371,0.6511870862458271,0.2354220945881695
RL-s6-b200-a1.00,11.0,5.0,17.0,0.8954096543712788,0.6530253778654693,0.23454150451728523
HYB-s7-b200-a0.25,17.0,4.0,17.0,0.915907927939714,0.7037148698500544,0.24049498710035438
HYB-s7-b200-a0.50,17.0,6.0,17.0,0.874589855673242,0.7222710993368618,0.257099873749106
HYB-s7-b200-a0.75,17.0,17.0,17.0,0.8565019641762919,0.7149575500812523,0.2659026676199212
RL-s7-b200-a1.00,17.0,9.0,17.0,0.8369742265377003,0.7162763047663612,0.2732771345533036
HYB-s8-b200-a0.25,6.0,4.0,17.0,0.9278829344844189,0.6961231147942553,0.23686363620305095
HYB-s8-b200-a0.50,17.0,5.0,17.0,0.8945975623613964,0.6961725221949724,0.2513174036476475
