cond,kill_win,timeout,wez,duration,dmg,family,score,d_star,fidelity_at_4,budget,cluster
HYB-s3-b100-a0.50,0.0625,0.8,0.5173749999999995,107.7796249999959,12.934375,Hybrid,0.545,17.0,0.9235997990903756,100,C2
HYB-s3-b100-a0.75,0.095,0.8325,0.6377499999999994,112.68624999999571,15.94375,Hybrid,0.5862499999999999,17.0,0.9144259229124556,100,C1
HYB-s3-b200-a0.25,0.1225,0.745,0.6763749999999992,105.12887499999606,16.909375,Hybrid,0.53375,17.0,0.925234792953301,200,C2
HYB-s3-b200-a0.50,0.01,0.8225,0.2746249999999999,106.74487499999596,6.865625,Hybrid,0.53,17.0,0.8846948142955157,200,C2
HYB-s3-b200-a0.75,0.005,0.9175,0.2855,114.63749999999558,7.1375,Hybrid,0.58125,17.0,0.901499695902172,200,C1
HYB-s3-b300-a0.25,0.205,0.71,1.1561249999999985,105.92362499999601,28.903125,Hybrid,0.635,17.0,0.9201465038307048,300,C2
HYB-s3-b300-a0.50,0.1225,0.7525,0.7237499999999991,105.76437499999602,18.09375,Hybrid,0.57125,17.0,0.9020781886196414,300,C2
HYB-s3-b300-a0.75,0.1,0.865,0.7136249999999993,114.16237499999562,17.840625,Hybrid,0.665,17.0,0.8970647412668051,300,C1
HYB-s4-b100-a0.25,0.2125,0.6775,1.1061249999999987,103.51387499999609,27.653125,Hybrid,0.635,17.0,0.9163177606888075,100,C2
HYB-s4-b100-a0.50,0.1825,0.7075,1.0468749999999987,105.13474999999603,26.171875,Hybrid,0.655,17.0,0.9271965952351578,100,C2
HYB-s4-b100-a0.75,0.1725,0.765,0.9591249999999989,110.40037499999582,23.978125,Hybrid,0.6825,11.0,0.9221511031819956,100,C1
HYB-s4-b200-a0.25,0.2375,0.55,1.1206249999999986,100.64499999999629,28.015625,Hybrid,0.625,17.0,0.918659073387324,200,C3
HYB-s4-b200-a0.50,0.2075,0.5675,1.0628749999999987,99.44012499999636,26.571875,Hybrid,0.64625,17.0,0.9179081146477992,200,C3
HYB-s4-b200-a0.75,0.2525,0.6125,1.5202499999999983,105.72812499999611,38.00625,Hybrid,0.7475,17.0,0.9258664907430826,200,C3
HYB-s4-b300-a0.25,0.1825,0.715,1.0061249999999986,105.18337499999603,25.153125,Hybrid,0.62875,7.0,0.9187953769945288,300,C2
HYB-s4-b300-a0.50,0.0975,0.8175,0.7156249999999993,106.37337499999596,17.890625,Hybrid,0.645,17.0,0.9173697096741456,300,C2
HYB-s4-b300-a0.75,0.145,0.815,1.018749999999999,112.07412499999573,25.46875,Hybrid,0.76125,17.0,0.9180979216647908,300,C1
HYB-s5-b100-a0.25,0.2325,0.6475,1.2684999999999984,104.44337499999607,31.7125,Hybrid,0.66875,6.0,0.9336886792367018,100,C2
HYB-s5-b100-a0.50,0.2275,0.675,1.2473749999999986,107.07849999999598,31.184375,Hybrid,0.7275,9.0,0.9239293665907974,100,C2
HYB-s5-b100-a0.75,0.1825,0.78,1.1367499999999988,113.66412499999568,28.41875,Hybrid,0.7525,17.0,0.9160447640529228,100,C1
HYB-s5-b200-a0.25,0.165,0.69,0.8851249999999989,101.9193749999962,22.128125,Hybrid,0.57375,17.0,0.9227619781287985,200,C2
HYB-s5-b200-a0.50,0.085,0.83,0.5339999999999994,108.39899999999588,13.35,Hybrid,0.57375,17.0,0.920787979195001,200,C2
HYB-s5-b200-a0.75,0.135,0.825,0.8327499999999992,112.99387499999568,20.81875,Hybrid,0.69125,17.0,0.8841537123930509,200,C1
HYB-s5-b300-a0.25,0.1325,0.7425,0.759124999999999,103.66462499999608,18.978125,Hybrid,0.58125,17.0,0.906154393064714,300,C2
HYB-s5-b300-a0.50,0.075,0.795,0.5809999999999994,105.678499999996,14.525,Hybrid,0.60375,17.0,0.8894859193045862,300,C2
HYB-s5-b300-a0.75,0.095,0.875,0.7802499999999993,114.7053749999956,19.50625,Hybrid,0.6875,17.0,0.9127545167344068,300,C1
HYB-s6-b100-a0.25,0.155,0.735,0.897999999999999,103.65624999999612,22.45,Hybrid,0.5974999999999999,6.0,0.9268633345163688,100,C2
HYB-s6-b100-a0.50,0.07,0.8175,0.5239999999999996,106.50649999999595,13.1,Hybrid,0.5975,6.0,0.9364328187150734,100,C2
HYB-s6-b100-a0.75,0.0125,0.95,0.31449999999999995,117.41187499999548,7.8625,Hybrid,0.6387499999999999,17.0,0.9195657052699316,100,C1
HYB-s6-b200-a0.25,0.17,0.7225,0.9432499999999989,102.93899999999614,23.58125,Hybrid,0.615,17.0,0.920482767334806,200,C2
HYB-s6-b200-a0.50,0.0775,0.8225,0.5488749999999994,108.54862499999587,13.721875,Hybrid,0.60875,17.0,0.913594422576362,200,C2
HYB-s6-b200-a0.75,0.0975,0.875,0.8588749999999993,114.7586249999956,21.471875,Hybrid,0.7125,5.0,0.9366048523883844,200,C1
HYB-s6-b300-a0.25,0.165,0.755,0.8949999999999989,106.58349999999598,22.375,Hybrid,0.6112500000000001,17.0,0.9302783622349434,300,C2
HYB-s6-b300-a0.50,0.06,0.84,0.5684999999999996,108.29887499999586,14.2125,Hybrid,0.6375,17.0,0.9253058301895976,300,C2
HYB-s6-b300-a0.75,0.0425,0.9375,0.6322499999999996,116.75312499999549,15.80625,Hybrid,0.73875,6.0,0.9352908935611236,300,C1
HYB-s7-b100-a0.25,0.145,0.7725,0.894874999999999,106.42024999999596,22.371875,Hybrid,0.5575,17.0,0.9106209467333042,100,C2
HYB-s7-b100-a0.50,0.095,0.785,0.5664999999999993,105.23449999999602,14.1625,Hybrid,0.49875,17.0,0.8968152323825933,100,C2
HYB-s7-b100-a0.75,0.0325,0.935,0.3084999999999997,115.51437499999554,7.7125,Hybrid,0.49,17.0,0.8996399546831176,100,C1
HYB-s7-b200-a0.25,0.2475,0.565,1.2232499999999984,101.17249999999623,30.58125,Hybrid,0.64125,17.0,0.9008815052417076,200,C3
HYB-s7-b200-a0.50,0.185,0.6475,0.9246249999999988,106.117374999996,23.115625,Hybrid,0.61375,17.0,0.9005422060376427,200,C2
HYB-s7-b200-a0.75,0.175,0.67,0.9671249999999989,109.35424999999586,24.178125,Hybrid,0.63625,17.0,0.888506859702837,200,C2
HYB-s7-b300-a0.25,0.1875,0.6675,1.0082499999999988,101.41187499999621,25.20625,Hybrid,0.61125,17.0,0.9213250877988116,300,C2
HYB-s7-b300-a0.50,0.125,0.76,0.7928749999999991,107.75699999999591,19.821875,Hybrid,0.615,17.0,0.9088033788885204,300,C2
HYB-s7-b300-a0.75,0.1075,0.84,0.7506249999999993,113.73724999999564,18.765625,Hybrid,0.66875,17.0,0.893594392755891,300,C1
RL-s0-b0-a1.00,0.3,0.5625,1.4877499999999981,105.08612499999609,37.19375,RL,0.6387499999999999,2.0,0.9749631399800442,0,C3
RL-s0-b100-a1.00,0.255,0.5,1.5942499999999982,97.24637499999659,39.85625,RL,0.6325,8.0,0.9204671500785542,100,C4
RL-s0-b200-a1.00,0.09,0.8725,0.7159999999999995,115.73599999999554,17.9,RL,0.6950000000000001,4.0,0.952853330877906,200,C1
RL-s0-b300-a1.00,0.0075,0.9625,0.33862499999999995,117.05562499999546,8.465625,RL,0.72875,3.0,0.9657879878027142,300,C1
RL-s1-b100-a1.00,0.1725,0.725,1.0409999999999988,108.63637499999591,26.025,RL,0.6475,15.0,0.9259358984729622,100,C2
RL-s1-b200-a1.00,0.17,0.76,1.2809999999999988,112.96037499999571,32.025,RL,0.7475,17.0,0.9183590402195994,200,C1
RL-s1-b300-a1.00,0.335,0.6025,1.9426249999999976,110.41612499999586,48.565625,RL,0.785,17.0,0.8981994883402624,300,C3
RL-s2-b100-a1.00,0.185,0.7075,1.2458749999999987,109.4171249999959,31.146875,RL,0.6950000000000001,6.0,0.9293113844947402,100,C1
RL-s2-b200-a1.00,0.125,0.8325,0.9344999999999992,114.16837499999563,23.3625,RL,0.7262500000000001,7.0,0.9258647818832464,200,C1
RL-s2-b300-a1.00,0.0125,0.9275,0.593375,116.21037499999551,14.834375,RL,0.74625,6.0,0.923618598082829,300,C1
RL-s3-b100-a1.00,0.055,0.86,0.42649999999999966,113.45524999999567,10.6625,RL,0.5475,5.0,0.9467131246925043,100,C1
RL-s3-b200-a1.00,0.0075,0.94,0.389375,116.93112499999548,9.734375,RL,0.7,5.0,0.9311919272759568,200,C1
RL-s3-b300-a1.00,0.0325,0.9225,0.6156249999999999,114.34874999999562,15.390625,RL,0.7325,6.0,0.9314722870402548,300,C1
RL-s4-b100-a1.00,0.1575,0.7975,0.917499999999999,114.37187499999564,22.9375,RL,0.6475,7.0,0.9224582280886784,100,C1
RL-s4-b200-a1.00,0.2675,0.5875,1.5244999999999982,105.42099999999613,38.1125,RL,0.7375,6.0,0.9372885220838404,200,C3
RL-s4-b300-a1.00,0.0975,0.8525,0.8699999999999993,114.6563749999956,21.75,RL,0.755,5.0,0.9449104162582058,300,C1
RL-s5-b100-a1.00,0.12,0.8525,1.018999999999999,114.26299999999561,25.475,RL,0.7325,6.0,0.9277929378732572,100,C1
RL-s5-b200-a1.00,0.115,0.84,0.8434999999999993,113.88387499999564,21.0875,RL,0.6912499999999999,5.0,0.9328022684466544,200,C1
RL-s5-b300-a1.00,0.01,0.9575,0.527875,117.12412499999546,13.196875,RL,0.69625,5.0,0.9440381768284404,300,C1
RL-s6-b100-a1.00,0.0075,0.9425,0.40375,116.7382499999955,10.09375,RL,0.6825,6.0,0.9453246962163796,100,C1
RL-s6-b200-a1.00,0.03,0.945,0.5952499999999997,116.94837499999548,14.88125,RL,0.66625,5.0,0.9364701166370626,200,C1
RL-s6-b300-a1.00,0.02,0.935,0.5621249999999999,117.15949999999548,14.053125,RL,0.7462500000000001,5.0,0.9470774548307748,300,C1
RL-s7-b100-a1.00,0.015,0.925,0.18999999999999986,113.71837499999562,4.75,RL,0.44875,17.0,0.8908755335533293,100,C1
RL-s7-b200-a1.00,0.145,0.6625,0.892499999999999,110.81499999999582,22.3125,RL,0.5375,9.0,0.9106125121352764,200,C2
RL-s7-b300-a1.00,0.055,0.91,0.5713749999999996,116.72912499999548,14.284375,RL,0.6825,7.0,0.9105768669969456,300,C1
