cond,opponent,n_seeds,score,score_lo,score_hi,pure_winrate,draw_rate,wez_time,damage,surv_time,viol_deck,viol_over_g,viol_total
RL-s1-b300-a1.00,BT-v3,100,0.85,0.7671644040916763,0.9069401471634336,0.9117647058823529,0.15,2.3337499999999967,58.34375,176.17600000000758,0.0018520833333333325,0.023260340131418023,0.045967955182962934
RL-s19-b300-a1.00,BT-v3,100,0.7975,0.7084217679538649,0.8645671006129785,0.8324022346368715,0.105,1.9399999999999975,48.5,204.4252500000131,0.0,0.0181560507758081,0.022254657315348973
RL-s15-b300-a1.00,BT-v3,100,0.785,0.694740257447002,0.8541734485750162,0.8275862068965517,0.13,2.2312499999999966,55.78125,178.89775000000884,0.0,0.023382152396235825,0.03783583090584284
RL-s7-b300-a1.00,BT-v3,100,0.7725,0.6811604434010292,0.8436781000761634,0.8343558282208589,0.185,2.1927499999999966,54.81875,185.79250000000906,0.0,0.020582684800715245,0.02368875794587772
RL-s9-b300-a1.00,BT-v3,100,0.7575,0.6649909483873908,0.8309574000360115,0.8280254777070064,0.215,1.1777499999999987,29.44375,215.7207500000162,0.001108333333333333,0.02346200229200398,0.03436763246194408
RL-s0-b300-a1.00,BT-v3,100,0.715,0.6198591861871973,0.7942336095837988,0.7756410256410257,0.22,1.0044999999999988,25.1125,220.8305000000168,0.0019728973048327137,0.025208048400138936,0.03146199286621285
RL-s3-b300-a1.00,BT-v3,100,0.715,0.6198591861871973,0.7942336095837988,0.7828947368421053,0.24,0.7362499999999994,18.40625,228.6445000000187,0.0,0.016731057642186842,0.023323475143560132
RL-s8-b300-a1.00,BT-v3,100,0.68,0.5833738138954762,0.763308526750009,0.7647058823529411,0.32,0.7532499999999991,18.83125,229.7542500000188,8.125e-05,0.019924555414245218,0.023036594475696313
RL-s5-b300-a1.00,BT-v3,100,0.585,0.4870347528439109,0.6766763524609015,0.5885416666666666,0.04,1.9087499999999977,47.71875,210.1467500000143,0.0,0.019649659134034467,0.03587988911509361
RL-s17-b300-a1.00,BT-v3,100,0.58,0.4820648670304296,0.6720161732564526,0.5975609756097561,0.18,1.3137499999999982,32.84375,202.48625000001346,0.0,0.01622017858093412,0.027802715535771627
RL-s6-b300-a1.00,BT-v3,100,0.5575,0.45981875586782045,0.6509269918383762,0.5602094240837696,0.045,1.2762499999999988,31.90625,205.2255000000131,0.0,0.017127290605082664,0.024979705280591333
RL-s10-b300-a1.00,BT-v3,100,0.505,0.4086511935295234,0.6009788714884068,0.5050505050505051,0.01,2.1499999999999972,53.75,157.33075000000505,0.000121191135734072,0.04034875150897056,0.05044189367705572
BT-v3,BT-v3,100,0.5,0.4038315303659957,0.5961684696340044,0.5,0.39,0.6899999999999994,17.25,200.12250000001458,0.0,0.0,0.009147166267280113
RL-s16-b300-a1.00,BT-v3,100,0.495,0.39902112851159327,0.5913488064704766,0.494949494949495,0.01,1.9897499999999975,49.74375,167.47650000000533,0.012233509570994618,0.024209875205880714,0.04456391764667255
RL-s18-b300-a1.00,BT-v3,100,0.435,0.34202187971655573,0.5327872750503524,0.4155844155844156,0.23,0.33599999999999997,8.4,219.19375000001696,0.0,0.02457969592278881,0.02786921952590872
RL-s13-b300-a1.00,BT-v3,100,0.425,0.3326536206371629,0.5228954040938848,0.4117647058823529,0.15,0.46075000000000005,11.51875,214.10700000001552,0.0,0.01932371566518953,0.021685634302517937
RL-s4-b300-a1.00,BT-v3,100,0.4175,0.32565253243200276,0.5154513947721499,0.4098360655737705,0.085,1.7037499999999977,42.59375,163.84375000000534,0.003787835391822828,0.021065118614222604,0.036926858786621435
BT-v1,BT-v3,100,0.2375,0.16478755127784928,0.32963403528081814,0.009345794392523364,0.465,0.0085,0.2125,186.8227500000148,0.002596155291710708,0.0,0.005249803788263687
RL-s2-b300-a1.00,BT-v3,100,0.1725,0.1109446650466465,0.2582860762789291,0.15706806282722513,0.045,0.54975,13.74375,209.96025000001436,0.0,0.015869658102234594,0.021413500978899755
