cond,phase,item,situation,answer_bank,answer_g,raw_bank_deg,raw_load_cmd,row_index
RL-s0-b300-a1.00,학습,1,"상대 거리 1874 m, 내 기수에서 우 81° 아래 2°, 애스펙트각 60° (0°=내가 상대 후방), 접근률 -62 m/s, 상대보다 -92 m, 내 고도 4662 m, 속도 163 m/s, 내 뱅크 +69°, HP 나 100 / 상대 81, 경과 77 s",우,중간(3–6G),69.25476456267474,0.9991536367014824,32978
RL-s0-b300-a1.00,학습,2,"상대 거리 459 m, 내 기수에서 우 25° 아래 10°, 애스펙트각 136° (0°=내가 상대 후방), 접근률 +265 m/s, 상대보다 +234 m, 내 고도 3946 m, 속도 152 m/s, 내 뱅크 +97°, HP 나 98 / 상대 100, 경과 25 s",우,중간(3–6G),96.45089945234935,0.9957398370506927,22504
RL-s0-b300-a1.00,학습,3,"상대 거리 1724 m, 내 기수에서 우 68° 아래 15°, 애스펙트각 85° (0°=내가 상대 후방), 접근률 +38 m/s, 상대보다 +144 m, 내 고도 3535 m, 속도 149 m/s, 내 뱅크 +76°, HP 나 100 / 상대 95, 경과 22 s",우,중간(3–6G),77.03979939376926,0.9990275825594547,9865
RL-s0-b300-a1.00,학습,4,"상대 거리 850 m, 내 기수에서 우 126° 위 25°, 애스펙트각 33° (0°=내가 상대 후방), 접근률 -221 m/s, 상대보다 -140 m, 내 고도 3134 m, 속도 161 m/s, 내 뱅크 +68°, HP 나 100 / 상대 100, 경과 56 s",우,중간(3–6G),67.70513262525424,0.9990201061771585,2682
RL-s0-b300-a1.00,학습,5,"상대 거리 1486 m, 내 기수에서 우 102° 아래 2°, 애스펙트각 73° (0°=내가 상대 후방), 접근률 -75 m/s, 상대보다 -33 m, 내 고도 3057 m, 속도 154 m/s, 내 뱅크 +70°, HP 나 100 / 상대 100, 경과 117 s",우,중간(3–6G),70.36054959896713,0.999129907593581,583
RL-s0-b300-a1.00,학습,6,"상대 거리 1226 m, 내 기수에서 좌 139° 아래 38°, 애스펙트각 125° (0°=내가 상대 후방), 접근률 -12 m/s, 상대보다 +482 m, 내 고도 5632 m, 속도 133 m/s, 내 뱅크 -78°, HP 나 100 / 상대 89, 경과 106 s",좌,낮음(<3G),-77.95687549981103,0.9721974912393019,22305
RL-s0-b300-a1.00,학습,7,"상대 거리 1558 m, 내 기수에서 좌 77° 아래 33°, 애스펙트각 140° (0°=내가 상대 후방), 접근률 +152 m/s, 상대보다 +714 m, 내 고도 5765 m, 속도 135 m/s, 내 뱅크 -93°, HP 나 95 / 상대 94, 경과 80 s",좌,낮음(<3G),-93.18595443605591,0.9714710983020557,19774
RL-s0-b300-a1.00,학습,8,"상대 거리 1431 m, 내 기수에서 우 67° 아래 19°, 애스펙트각 113° (0°=내가 상대 후방), 접근률 +112 m/s, 상대보다 +259 m, 내 고도 3513 m, 속도 147 m/s, 내 뱅크 +77°, HP 나 100 / 상대 80, 경과 81 s",우,중간(3–6G),78.14471771722818,0.9988864343295308,9561
RL-s0-b300-a1.00,학습,9,"상대 거리 1544 m, 내 기수에서 우 147° 위 18°, 애스펙트각 70° (0°=내가 상대 후방), 접근률 -190 m/s, 상대보다 -284 m, 내 고도 4459 m, 속도 162 m/s, 내 뱅크 +71°, HP 나 51 / 상대 100, 경과 40 s",우,중간(3–6G),70.61772212226418,0.9990373735088578,34283
RL-s0-b300-a1.00,학습,10,"상대 거리 1419 m, 내 기수에서 좌 131° 위 7°, 애스펙트각 51° (0°=내가 상대 후방), 접근률 -205 m/s, 상대보다 -132 m, 내 고도 5335 m, 속도 166 m/s, 내 뱅크 -64°, HP 나 100 / 상대 89, 경과 59 s",좌,중간(3–6G),-63.704696789294715,0.9672166952187429,29884
