cond,phase,item,situation,answer_bank,answer_g,raw_bank_deg,raw_load_cmd,row_index
RL-s4-b300-a1.00,학습,1,"상대 거리 1100 m, 내 기수에서 좌 147° 아래 34°, 애스펙트각 106° (0°=내가 상대 후방), 접근률 -82 m/s, 상대보다 +370 m, 내 고도 6728 m, 속도 141 m/s, 내 뱅크 -57°, HP 나 100 / 상대 94, 경과 78 s",좌,낮음(<3G),-57.095839010076126,0.9978131358112009,32899
RL-s4-b300-a1.00,학습,2,"상대 거리 1071 m, 내 기수에서 좌 112° 아래 36°, 애스펙트각 23° (0°=내가 상대 후방), 접근률 -215 m/s, 상대보다 +284 m, 내 고도 3779 m, 속도 135 m/s, 내 뱅크 -56°, HP 나 100 / 상대 88, 경과 31 s",좌,중간(3–6G),-56.516254310174126,0.9972046582013855,22390
RL-s4-b300-a1.00,학습,3,"상대 거리 1003 m, 내 기수에서 좌 52° 아래 30°, 애스펙트각 156° (0°=내가 상대 후방), 접근률 +210 m/s, 상대보다 +704 m, 내 고도 4618 m, 속도 137 m/s, 내 뱅크 -92°, HP 나 100 / 상대 100, 경과 33 s",좌,중간(3–6G),-92.01701354680219,0.9921584864574436,9781
RL-s4-b300-a1.00,학습,4,"상대 거리 833 m, 내 기수에서 우 135° 위 8°, 애스펙트각 29° (0°=내가 상대 후방), 접근률 -244 m/s, 상대보다 -99 m, 내 고도 3023 m, 속도 162 m/s, 내 뱅크 +72°, HP 나 100 / 상대 94, 경과 54 s",우,중간(3–6G),73.6168873664329,0.9995878666308341,2675
RL-s4-b300-a1.00,학습,5,"상대 거리 995 m, 내 기수에서 좌 132° 아래 43°, 애스펙트각 147° (0°=내가 상대 후방), 접근률 +14 m/s, 상대보다 +512 m, 내 고도 7046 m, 속도 132 m/s, 내 뱅크 -65°, HP 나 100 / 상대 100, 경과 116 s",좌,낮음(<3G),-64.54975847433795,0.9974028820404727,581
RL-s4-b300-a1.00,학습,6,"상대 거리 1585 m, 내 기수에서 우 107° 아래 5°, 애스펙트각 113° (0°=내가 상대 후방), 접근률 +26 m/s, 상대보다 +209 m, 내 고도 2247 m, 속도 152 m/s, 내 뱅크 +80°, HP 나 62 / 상대 100, 경과 111 s",우,중간(3–6G),80.90880860900941,0.9994786050539741,22192
RL-s4-b300-a1.00,학습,7,"상대 거리 1342 m, 내 기수에서 좌 104° 아래 42°, 애스펙트각 137° (0°=내가 상대 후방), 접근률 +80 m/s, 상대보다 +775 m, 내 고도 5507 m, 속도 120 m/s, 내 뱅크 -77°, HP 나 100 / 상대 90, 경과 87 s",좌,낮음(<3G),-75.95112799908196,0.9961111443718529,19667
RL-s4-b300-a1.00,학습,8,"상대 거리 1032 m, 내 기수에서 좌 134° 아래 47°, 애스펙트각 129° (0°=내가 상대 후방), 접근률 -18 m/s, 상대보다 +528 m, 내 고도 6068 m, 속도 132 m/s, 내 뱅크 -64°, HP 나 89 / 상대 100, 경과 93 s",좌,낮음(<3G),-64.01274808152321,0.9969172859028237,9478
RL-s4-b300-a1.00,학습,9,"상대 거리 2904 m, 내 기수에서 우 6° 아래 2°, 애스펙트각 66° (0°=내가 상대 후방), 접근률 -24 m/s, 상대보다 -171 m, 내 고도 1281 m, 속도 145 m/s, 내 뱅크 +109°, HP 나 100 / 상대 14, 경과 86 s",우,중간(3–6G),157.9933124023147,0.9936489471436623,34141
RL-s4-b300-a1.00,학습,10,"상대 거리 1195 m, 내 기수에서 좌 90° 아래 37°, 애스펙트각 138° (0°=내가 상대 후방), 접근률 +121 m/s, 상대보다 +786 m, 내 고도 6560 m, 속도 135 m/s, 내 뱅크 -71°, HP 나 100 / 상대 100, 경과 53 s",좌,낮음(<3G),-70.02908027027999,0.9954154863271412,29813
