cond,phase,item,situation,answer_bank,answer_g,raw_bank_deg,raw_load_cmd,row_index
BT-v3,학습,1,"상대 거리 1596 m, 내 기수에서 우 56° 위 8°, 애스펙트각 82° (0°=내가 상대 후방), 접근률 +71 m/s, 상대보다 +232 m, 내 고도 4290 m, 속도 167 m/s, 내 뱅크 +83°, HP 나 100 / 상대 85, 경과 22 s",우,중간(3–6G),82.20295952132444,0.7777777777777777,28940
BT-v3,학습,2,"상대 거리 1110 m, 내 기수에서 좌 73° 위 19°, 애스펙트각 144° (0°=내가 상대 후방), 접근률 +190 m/s, 상대보다 -170 m, 내 고도 4629 m, 속도 179 m/s, 내 뱅크 -75°, HP 나 76 / 상대 100, 경과 38 s",좌,중간(3–6G),-75.36500202024527,0.7777777777777777,19893
BT-v3,학습,3,"상대 거리 1722 m, 내 기수에서 좌 115° 아래 13°, 애스펙트각 60° (0°=내가 상대 후방), 접근률 -138 m/s, 상대보다 +261 m, 내 고도 4273 m, 속도 146 m/s, 내 뱅크 -97°, HP 나 100 / 상대 100, 경과 18 s",좌,중간(3–6G),-96.36799944365295,0.7777777777777777,8606
BT-v3,학습,4,"상대 거리 477 m, 내 기수에서 좌 145° 위 18°, 애스펙트각 146° (0°=내가 상대 후방), 접근률 -11 m/s, 상대보다 -58 m, 내 고도 1886 m, 속도 176 m/s, 내 뱅크 -83°, HP 나 68 / 상대 100, 경과 94 s",좌,높음(>6G),-82.72872290682726,0.7777777777777777,2304
BT-v3,학습,5,"상대 거리 915 m, 내 기수에서 우 115° 위 19°, 애스펙트각 141° (0°=내가 상대 후방), 접근률 +49 m/s, 상대보다 -52 m, 내 고도 1934 m, 속도 178 m/s, 내 뱅크 +81°, HP 나 100 / 상대 100, 경과 101 s",우,높음(>6G),80.67969745847347,0.7777777777777777,538
BT-v3,학습,6,"상대 거리 321 m, 내 기수에서 좌 7° 아래 90°, 애스펙트각 154° (0°=내가 상대 후방), 접근률 +38 m/s, 상대보다 +319 m, 내 고도 4705 m, 속도 151 m/s, 내 뱅크 -28°, HP 나 76 / 상대 100, 경과 14 s",좌,중간(3–6G),-175.72115000977834,0.7777777777777777,19776
BT-v3,학습,7,"상대 거리 587 m, 내 기수에서 좌 129° 위 19°, 애스펙트각 133° (0°=내가 상대 후방), 접근률 +8 m/s, 상대보다 -74 m, 내 고도 1667 m, 속도 177 m/s, 내 뱅크 -82°, HP 나 68 / 상대 100, 경과 92 s",좌,높음(>6G),-81.78023252704877,0.7777777777777777,17161
BT-v3,학습,8,"상대 거리 819 m, 내 기수에서 우 68° 위 18°, 애스펙트각 163° (0°=내가 상대 후방), 접근률 +211 m/s, 상대보다 -64 m, 내 고도 1797 m, 속도 180 m/s, 내 뱅크 +76°, HP 나 65 / 상대 92, 경과 81 s",우,높음(>6G),75.04039109989053,0.7777777777777777,8277
BT-v3,학습,9,"상대 거리 789 m, 내 기수에서 우 152° 위 8°, 애스펙트각 77° (0°=내가 상대 후방), 접근률 -192 m/s, 상대보다 +25 m, 내 고도 2159 m, 속도 176 m/s, 내 뱅크 +87°, HP 나 90 / 상대 100, 경과 67 s",우,높음(>6G),87.08238800387677,0.7777777777777777,30366
BT-v3,학습,10,"상대 거리 1514 m, 내 기수에서 좌 120° 위 14°, 애스펙트각 62° (0°=내가 상대 후방), 접근률 -170 m/s, 상대보다 +59 m, 내 고도 1408 m, 속도 174 m/s, 내 뱅크 -84°, HP 나 70 / 상대 100, 경과 80 s",좌,높음(>6G),-83.43875358738059,0.7777777777777777,26258
BT-v3,학습,11,"상대 거리 1185 m, 내 기수에서 우 145° 위 3°, 애스펙트각 38° (0°=내가 상대 후방), 접근률 -292 m/s, 상대보다 +3 m, 내 고도 1365 m, 속도 181 m/s, 내 뱅크 +2°, HP 나 91 / 상대 100, 경과 92 s",수평,중간(3–6G),0.0,-0.30000000000000004,18961
BT-v3,학습,12,"상대 거리 1323 m, 내 기수에서 우 132° 위 3°, 애스펙트각 47° (0°=내가 상대 후방), 접근률 -239 m/s, 상대보다 -45 m, 내 고도 4796 m, 속도 193 m/s, 내 뱅크 +89°, HP 나 100 / 상대 100, 경과 17 s",우,높음(>6G),88.52270028072289,0.7777777777777777,1318
BT-v3,시험,13,"상대 거리 488 m, 내 기수에서 우 41° 위 7°, 애스펙트각 137° (0°=내가 상대 후방), 접근률 +260 m/s, 상대보다 +4 m, 내 고도 1777 m, 속도 175 m/s, 내 뱅크 +79°, HP 나 100 / 상대 100, 경과 84 s",우,높음(>6G),80.29404679356799,0.7777777777777777,23728
BT-v3,시험,14,"상대 거리 1724 m, 내 기수에서 우 104° 위 16°, 애스펙트각 80° (0°=내가 상대 후방), 접근률 -73 m/s, 상대보다 +22 m, 내 고도 4315 m, 속도 184 m/s, 내 뱅크 +82°, HP 나 100 / 상대 100, 경과 47 s",우,중간(3–6G),81.3774130570257,0.7777777777777777,12144
BT-v3,시험,15,"상대 거리 1356 m, 내 기수에서 우 119° 위 13°, 애스펙트각 74° (0°=내가 상대 후방), 접근률 -130 m/s, 상대보다 +22 m, 내 고도 1803 m, 속도 175 m/s, 내 뱅크 +84°, HP 나 81 / 상대 100, 경과 112 s",우,높음(>6G),83.7321990512343,0.7777777777777777,16660
BT-v3,시험,16,"상대 거리 1419 m, 내 기수에서 우 112° 위 14°, 애스펙트각 92° (0°=내가 상대 후방), 접근률 -59 m/s, 상대보다 +29 m, 내 고도 2230 m, 속도 177 m/s, 내 뱅크 +83°, HP 나 100 / 상대 100, 경과 77 s",우,높음(>6G),82.85560138346685,0.7777777777777777,9484
BT-v3,시험,17,"상대 거리 1919 m, 내 기수에서 좌 31° 위 6°, 애스펙트각 115° (0°=내가 상대 후방), 접근률 +220 m/s, 상대보다 -16 m, 내 고도 1406 m, 속도 172 m/s, 내 뱅크 -82°, HP 나 100 / 상대 16, 경과 110 s",좌,높음(>6G),-79.80499921866783,0.7777777777777777,28210
BT-v3,시험,18,"상대 거리 1636 m, 내 기수에서 우 114° 위 27°, 애스펙트각 116° (0°=내가 상대 후방), 접근률 -17 m/s, 상대보다 -421 m, 내 고도 4785 m, 속도 172 m/s, 내 뱅크 +77°, HP 나 100 / 상대 100, 경과 27 s",우,중간(3–6G),76.43893992776229,0.7777777777777777,166
BT-v3,시험,19,"상대 거리 801 m, 내 기수에서 좌 171° 아래 4°, 애스펙트각 47° (0°=내가 상대 후방), 접근률 -293 m/s, 상대보다 +96 m, 내 고도 4832 m, 속도 174 m/s, 내 뱅크 -92°, HP 나 100 / 상대 100, 경과 30 s",좌,중간(3–6G),-91.39675741461414,0.7777777777777777,26607
BT-v3,시험,20,"상대 거리 1588 m, 내 기수에서 우 125° 위 5°, 애스펙트각 58° (0°=내가 상대 후방), 접근률 -184 m/s, 상대보다 +48 m, 내 고도 4167 m, 속도 168 m/s, 내 뱅크 +88°, HP 나 100 / 상대 100, 경과 21 s",우,중간(3–6G),87.76068505292962,0.7777777777777777,25339
BT-v3,시험,21,"상대 거리 787 m, 내 기수에서 좌 151° 위 6°, 애스펙트각 62° (0°=내가 상대 후방), 접근률 -220 m/s, 상대보다 +40 m, 내 고도 1515 m, 속도 171 m/s, 내 뱅크 -88°, HP 나 100 / 상대 100, 경과 85 s",좌,높음(>6G),-87.88198792770443,0.7777777777777777,1059
BT-v3,시험,22,"상대 거리 1029 m, 내 기수에서 우 74° 아래 3°, 애스펙트각 85° (0°=내가 상대 후방), 접근률 +33 m/s, 상대보다 +8 m, 내 고도 1420 m, 속도 177 m/s, 내 뱅크 +93°, HP 나 100 / 상대 76, 경과 116 s",우,높음(>6G),92.07846803472856,0.7777777777777777,20883
BT-v3,시험,23,"상대 거리 1564 m, 내 기수에서 좌 117° 위 6°, 애스펙트각 91° (0°=내가 상대 후방), 접근률 -81 m/s, 상대보다 -121 m, 내 고도 1364 m, 속도 184 m/s, 내 뱅크 -1°, HP 나 79 / 상대 35, 경과 110 s",수평,중간(3–6G),0.0,-0.30000000000000004,22656
BT-v3,시험,24,"상대 거리 1499 m, 내 기수에서 우 128° 위 7°, 애스펙트각 89° (0°=내가 상대 후방), 접근률 -107 m/s, 상대보다 -18 m, 내 고도 1385 m, 속도 170 m/s, 내 뱅크 +25°, HP 나 90 / 상대 100, 경과 113 s",수평,낮음(<3G),0.0,-0.30000000000000004,25200
BT-v3,시험,25,"상대 거리 1088 m, 내 기수에서 좌 90° 위 16°, 애스펙트각 131° (0°=내가 상대 후방), 접근률 +117 m/s, 상대보다 -29 m, 내 고도 1835 m, 속도 178 m/s, 내 뱅크 -80°, HP 나 76 / 상대 100, 경과 106 s",좌,높음(>6G),-79.78810172032259,0.7777777777777777,20235
BT-v3,시험,26,"상대 거리 655 m, 내 기수에서 좌 130° 위 14°, 애스펙트각 105° (0°=내가 상대 후방), 접근률 -68 m/s, 상대보다 -42 m, 내 고도 1592 m, 속도 175 m/s, 내 뱅크 -83°, HP 나 100 / 상대 100, 경과 112 s",좌,높음(>6G),-83.67487025199621,0.7777777777777777,15457
BT-v3,시험,27,"상대 거리 704 m, 내 기수에서 좌 63° 위 19°, 애스펙트각 167° (0°=내가 상대 후방), 접근률 +229 m/s, 상대보다 -83 m, 내 고도 2289 m, 속도 182 m/s, 내 뱅크 -74°, HP 나 57 / 상대 100, 경과 82 s",좌,높음(>6G),-73.41554552409238,0.7777777777777777,5425
BT-v3,시험,28,"상대 거리 203 m, 내 기수에서 좌 138° 위 14°, 애스펙트각 98° (0°=내가 상대 후방), 접근률 -107 m/s, 상대보다 -42 m, 내 고도 2222 m, 속도 178 m/s, 내 뱅크 -79°, HP 나 57 / 상대 100, 경과 85 s",좌,높음(>6G),-84.03581598210107,0.7777777777777777,5440
BT-v3,시험,29,"상대 거리 1312 m, 내 기수에서 좌 114° 위 18°, 애스펙트각 67° (0°=내가 상대 후방), 접근률 -135 m/s, 상대보다 -118 m, 내 고도 1443 m, 속도 171 m/s, 내 뱅크 -82°, HP 나 79 / 상대 35, 경과 107 s",좌,높음(>6G),-81.09511159730641,0.7777777777777777,22642
BT-v3,시험,30,"상대 거리 335 m, 내 기수에서 좌 165° 아래 10°, 애스펙트각 43° (0°=내가 상대 후방), 접근률 -271 m/s, 상대보다 -41 m, 내 고도 1588 m, 속도 170 m/s, 내 뱅크 -89°, HP 나 65 / 상대 100, 경과 97 s",좌,높음(>6G),-93.44935493038633,0.7777777777777777,26342
BT-v3,시험,31,"상대 거리 691 m, 내 기수에서 좌 141° 위 17°, 애스펙트각 126° (0°=내가 상대 후방), 접근률 -33 m/s, 상대보다 -57 m, 내 고도 2853 m, 속도 182 m/s, 내 뱅크 -83°, HP 나 68 / 상대 100, 경과 63 s",좌,높음(>6G),-83.05233141258383,0.7777777777777777,17014
BT-v3,시험,32,"상대 거리 1617 m, 내 기수에서 우 75° 위 14°, 애스펙트각 106° (0°=내가 상대 후방), 접근률 +95 m/s, 상대보다 +3 m, 내 고도 2996 m, 속도 181 m/s, 내 뱅크 +79°, HP 나 100 / 상대 100, 경과 44 s",우,높음(>6G),79.08772000306638,0.7777777777777777,15715
